"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",1
"43",0
"44",0
"45",1
"46",1
"47",1
"48",0
"49",1
"50",0
"51",0
"52",0
"53",1
"54",3
"55",2
"56",0
"57",6
"58",7
"59",5
"60",7
"61",8
"62",6
"63",8
"64",8
"65",9
"66",9
"67",7
"68",26
"69",20
"70",20
"71",20
"72",34
"73",28
"74",31
"75",28
"76",37
"77",49
"78",52
"79",48
"80",50
"81",91
"82",83
"83",89
"84",91
"85",96
"86",119
"87",127
"88",154
"89",170
"90",194
"91",189
"92",215
"93",228
"94",225
"95",272
"96",318
"97",308
"98",333
"99",363
"100",401
"101",393
"102",473
"103",521
"104",532
"105",557
"106",616
"107",703
"108",654
"109",779
"110",839
"111",839
"112",871
"113",970
"114",1020
"115",1077
"116",1174
"117",1197
"118",1287
"119",1311
"120",1380
"121",1418
"122",1560
"123",1619
"124",1647
"125",1805
"126",1764
"127",1956
"128",2001
"129",2055
"130",2233
"131",2275
"132",2340
"133",2493
"134",2577
"135",2665
"136",2719
"137",2886
"138",3006
"139",2990
"140",3151
"141",3322
"142",3335
"143",3458
"144",3642
"145",3721
"146",3858
"147",3866
"148",4133
"149",4162
"150",4270
"151",4375
"152",4558
"153",4612
"154",4754
"155",4838
"156",4994
"157",5134
"158",5297
"159",5224
"160",5445
"161",5616
"162",5718
"163",5734
"164",6103
"165",6010
"166",6279
"167",6225
"168",6304
"169",6637
"170",6723
"171",6675
"172",6777
"173",6965
"174",6948
"175",7000
"176",7100
"177",7345
"178",7273
"179",7385
"180",7587
"181",7535
"182",7774
"183",7819
"184",7759
"185",7736
"186",8153
"187",8163
"188",8096
"189",8236
"190",8372
"191",8292
"192",8445
"193",8430
"194",8439
"195",8547
"196",8562
"197",8473
"198",8537
"199",8609
"200",8728
"201",8689
"202",8561
"203",8623
"204",8767
"205",8611
