"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",1
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",1
"47",2
"48",0
"49",1
"50",4
"51",2
"52",2
"53",2
"54",6
"55",1
"56",2
"57",3
"58",4
"59",2
"60",6
"61",7
"62",3
"63",8
"64",6
"65",9
"66",14
"67",7
"68",12
"69",17
"70",24
"71",24
"72",19
"73",22
"74",26
"75",24
"76",34
"77",37
"78",57
"79",47
"80",57
"81",64
"82",71
"83",71
"84",81
"85",92
"86",91
"87",121
"88",121
"89",136
"90",140
"91",167
"92",175
"93",209
"94",204
"95",225
"96",239
"97",235
"98",297
"99",291
"100",312
"101",381
"102",360
"103",451
"104",422
"105",502
"106",530
"107",516
"108",588
"109",625
"110",690
"111",712
"112",762
"113",837
"114",820
"115",819
"116",948
"117",1074
"118",1018
"119",1128
"120",1164
"121",1265
"122",1268
"123",1419
"124",1485
"125",1451
"126",1628
"127",1618
"128",1708
"129",1815
"130",1808
"131",1941
"132",2045
"133",2129
"134",2230
"135",2238
"136",2392
"137",2444
"138",2494
"139",2704
"140",2878
"141",2910
"142",2935
"143",3198
"144",3175
"145",3299
"146",3350
"147",3489
"148",3564
"149",3791
"150",3946
"151",3928
"152",4053
"153",4078
"154",4322
"155",4322
"156",4496
"157",4544
"158",4737
"159",4787
"160",4973
"161",5154
"162",5270
"163",5313
"164",5436
"165",5594
"166",5681
"167",5743
"168",5774
"169",5948
"170",6237
"171",6292
"172",6157
"173",6387
"174",6487
"175",6583
"176",6656
"177",6781
"178",6816
"179",7058
"180",7090
"181",7173
"182",7219
"183",7426
"184",7399
"185",7429
"186",7683
"187",7564
"188",7813
"189",7789
"190",7843
"191",7640
"192",7805
"193",7951
"194",8041
"195",8184
"196",8125
"197",8133
"198",8286
"199",8307
"200",8331
"201",8327
"202",8358
"203",8443
"204",8170
"205",8507
"206",8479
