"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",1
"49",2
"50",2
"51",0
"52",1
"53",1
"54",1
"55",2
"56",1
"57",1
"58",0
"59",3
"60",2
"61",3
"62",5
"63",3
"64",13
"65",7
"66",4
"67",6
"68",11
"69",25
"70",18
"71",15
"72",25
"73",20
"74",29
"75",30
"76",38
"77",42
"78",50
"79",44
"80",55
"81",63
"82",59
"83",101
"84",87
"85",111
"86",114
"87",125
"88",116
"89",147
"90",151
"91",194
"92",212
"93",233
"94",244
"95",258
"96",313
"97",303
"98",318
"99",365
"100",403
"101",447
"102",483
"103",482
"104",551
"105",578
"106",611
"107",706
"108",762
"109",773
"110",849
"111",846
"112",924
"113",979
"114",1085
"115",1054
"116",1158
"117",1263
"118",1246
"119",1395
"120",1431
"121",1431
"122",1562
"123",1708
"124",1762
"125",1853
"126",1962
"127",2030
"128",2157
"129",2198
"130",2328
"131",2494
"132",2611
"133",2640
"134",2668
"135",2782
"136",2928
"137",3089
"138",3106
"139",3175
"140",3271
"141",3555
"142",3700
"143",3781
"144",3928
"145",3865
"146",4039
"147",4176
"148",4432
"149",4533
"150",4612
"151",4764
"152",4748
"153",5003
"154",5123
"155",5335
"156",5405
"157",5428
"158",5666
"159",5540
"160",5825
"161",6007
"162",6076
"163",6060
"164",6299
"165",6305
"166",6501
"167",6739
"168",6695
"169",6898
"170",7046
"171",7095
"172",7234
"173",7413
"174",7257
"175",7590
"176",7753
"177",7580
"178",7800
"179",7834
"180",8059
"181",8069
"182",8321
"183",8037
"184",8257
"185",8407
"186",8580
"187",8451
"188",8675
"189",8431
"190",8651
"191",8529
"192",8925
"193",8763
"194",8895
"195",8798
"196",8928
"197",9002
"198",8926
"199",8879
"200",8864
"201",8951
"202",8893
"203",8982
"204",8937
"205",8774
