"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",1
"42",0
"43",0
"44",0
"45",2
"46",0
"47",2
"48",0
"49",1
"50",0
"51",0
"52",0
"53",1
"54",6
"55",0
"56",1
"57",0
"58",2
"59",4
"60",5
"61",3
"62",4
"63",9
"64",3
"65",13
"66",14
"67",14
"68",11
"69",20
"70",20
"71",24
"72",30
"73",20
"74",25
"75",30
"76",39
"77",39
"78",42
"79",49
"80",57
"81",61
"82",81
"83",77
"84",87
"85",93
"86",119
"87",111
"88",139
"89",142
"90",147
"91",175
"92",184
"93",193
"94",230
"95",256
"96",280
"97",273
"98",335
"99",344
"100",350
"101",389
"102",383
"103",414
"104",436
"105",521
"106",553
"107",584
"108",623
"109",639
"110",716
"111",786
"112",797
"113",861
"114",889
"115",965
"116",992
"117",1092
"118",1108
"119",1175
"120",1149
"121",1320
"122",1325
"123",1473
"124",1493
"125",1578
"126",1609
"127",1705
"128",1776
"129",1886
"130",1926
"131",2066
"132",2115
"133",2241
"134",2321
"135",2468
"136",2487
"137",2678
"138",2630
"139",2836
"140",2845
"141",2961
"142",3156
"143",3279
"144",3267
"145",3459
"146",3539
"147",3540
"148",3753
"149",3735
"150",3915
"151",4104
"152",4094
"153",4303
"154",4434
"155",4542
"156",4615
"157",4757
"158",4832
"159",4839
"160",5060
"161",5106
"162",5249
"163",5293
"164",5474
"165",5535
"166",5680
"167",5765
"168",5789
"169",6153
"170",5991
"171",6206
"172",6382
"173",6387
"174",6667
"175",6568
"176",6775
"177",6914
"178",6798
"179",6893
"180",7035
"181",7051
"182",7093
"183",7329
"184",7501
"185",7450
"186",7535
"187",7545
"188",7774
"189",7826
"190",7966
"191",7811
"192",7911
"193",8064
"194",7955
"195",8145
"196",8326
"197",8148
"198",8131
"199",8182
"200",8209
"201",8287
"202",8255
"203",8410
"204",8406
"205",8499
"206",8231
