"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",1
"39",0
"40",1
"41",0
"42",1
"43",1
"44",0
"45",0
"46",0
"47",0
"48",0
"49",1
"50",0
"51",2
"52",3
"53",2
"54",0
"55",2
"56",1
"57",4
"58",7
"59",3
"60",4
"61",5
"62",10
"63",7
"64",10
"65",7
"66",14
"67",9
"68",13
"69",17
"70",12
"71",23
"72",25
"73",23
"74",39
"75",34
"76",37
"77",48
"78",38
"79",62
"80",62
"81",70
"82",69
"83",100
"84",94
"85",116
"86",124
"87",144
"88",143
"89",166
"90",162
"91",187
"92",185
"93",246
"94",288
"95",251
"96",313
"97",299
"98",350
"99",367
"100",404
"101",430
"102",485
"103",515
"104",484
"105",594
"106",618
"107",624
"108",675
"109",742
"110",799
"111",852
"112",887
"113",985
"114",977
"115",1048
"116",1144
"117",1160
"118",1276
"119",1323
"120",1344
"121",1327
"122",1513
"123",1564
"124",1627
"125",1704
"126",1795
"127",1898
"128",1949
"129",2047
"130",2116
"131",2151
"132",2373
"133",2432
"134",2492
"135",2570
"136",2718
"137",2771
"138",2872
"139",2946
"140",3110
"141",3330
"142",3244
"143",3426
"144",3390
"145",3691
"146",3632
"147",3950
"148",3962
"149",4094
"150",4192
"151",4296
"152",4354
"153",4494
"154",4624
"155",4664
"156",4925
"157",4964
"158",5187
"159",5114
"160",5273
"161",5479
"162",5556
"163",5695
"164",5791
"165",5991
"166",5845
"167",6076
"168",6235
"169",6339
"170",6395
"171",6427
"172",6548
"173",6729
"174",6941
"175",7082
"176",7026
"177",7180
"178",7290
"179",7225
"180",7371
"181",7554
"182",7611
"183",7614
"184",7625
"185",7769
"186",7849
"187",7899
"188",8137
"189",8088
"190",8126
"191",8319
"192",8239
"193",8340
"194",8297
"195",8446
"196",8400
"197",8501
"198",8398
"199",8476
"200",8598
"201",8609
"202",8573
"203",8557
"204",8475
"205",8630
