"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",1
"46",1
"47",2
"48",2
"49",1
"50",2
"51",3
"52",2
"53",2
"54",4
"55",2
"56",3
"57",3
"58",0
"59",5
"60",7
"61",10
"62",11
"63",12
"64",14
"65",8
"66",16
"67",19
"68",12
"69",22
"70",22
"71",29
"72",33
"73",35
"74",34
"75",47
"76",44
"77",57
"78",59
"79",60
"80",89
"81",97
"82",88
"83",95
"84",119
"85",118
"86",142
"87",129
"88",166
"89",217
"90",169
"91",202
"92",221
"93",237
"94",281
"95",263
"96",302
"97",335
"98",371
"99",375
"100",457
"101",428
"102",520
"103",545
"104",541
"105",575
"106",623
"107",658
"108",683
"109",785
"110",734
"111",833
"112",905
"113",985
"114",1010
"115",1084
"116",1129
"117",1132
"118",1222
"119",1276
"120",1328
"121",1480
"122",1491
"123",1615
"124",1593
"125",1688
"126",1804
"127",1896
"128",1944
"129",2055
"130",2076
"131",2149
"132",2334
"133",2390
"134",2569
"135",2633
"136",2689
"137",2759
"138",2834
"139",2915
"140",2980
"141",3183
"142",3245
"143",3323
"144",3453
"145",3639
"146",3689
"147",3809
"148",3946
"149",3936
"150",4159
"151",4281
"152",4313
"153",4552
"154",4528
"155",4665
"156",4812
"157",4945
"158",4891
"159",5095
"160",5312
"161",5387
"162",5315
"163",5614
"164",5580
"165",5794
"166",6041
"167",5990
"168",6116
"169",6107
"170",6398
"171",6557
"172",6388
"173",6577
"174",6749
"175",6714
"176",6935
"177",7031
"178",7004
"179",7050
"180",7264
"181",7322
"182",7217
"183",7517
"184",7469
"185",7629
"186",7753
"187",7781
"188",7749
"189",7886
"190",7925
"191",8000
"192",8106
"193",8105
"194",8261
"195",8211
"196",8103
"197",8237
"198",8375
"199",8473
"200",8365
"201",8284
"202",8323
"203",8330
"204",8469
"205",8501
