"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",1
"39",0
"40",0
"41",1
"42",0
"43",0
"44",0
"45",0
"46",1
"47",0
"48",1
"49",1
"50",1
"51",1
"52",0
"53",3
"54",0
"55",3
"56",1
"57",3
"58",0
"59",3
"60",5
"61",5
"62",11
"63",4
"64",6
"65",12
"66",11
"67",11
"68",13
"69",15
"70",15
"71",25
"72",25
"73",12
"74",26
"75",16
"76",41
"77",47
"78",49
"79",54
"80",72
"81",64
"82",61
"83",87
"84",93
"85",97
"86",127
"87",151
"88",127
"89",140
"90",155
"91",169
"92",208
"93",207
"94",234
"95",270
"96",316
"97",289
"98",316
"99",388
"100",401
"101",415
"102",459
"103",496
"104",526
"105",557
"106",603
"107",633
"108",710
"109",697
"110",789
"111",808
"112",875
"113",960
"114",1036
"115",1058
"116",1090
"117",1192
"118",1220
"119",1324
"120",1437
"121",1394
"122",1538
"123",1651
"124",1732
"125",1738
"126",1799
"127",2001
"128",2107
"129",2174
"130",2263
"131",2290
"132",2462
"133",2399
"134",2571
"135",2634
"136",2783
"137",2987
"138",2906
"139",3194
"140",3254
"141",3390
"142",3480
"143",3703
"144",3671
"145",3862
"146",3976
"147",4048
"148",4111
"149",4342
"150",4449
"151",4595
"152",4712
"153",4882
"154",4854
"155",4972
"156",5110
"157",5266
"158",5355
"159",5393
"160",5556
"161",5730
"162",5837
"163",5859
"164",6173
"165",6197
"166",6329
"167",6447
"168",6678
"169",6706
"170",6768
"171",6882
"172",6985
"173",7044
"174",7150
"175",7479
"176",7592
"177",7470
"178",7503
"179",7640
"180",7770
"181",7838
"182",7806
"183",7916
"184",8068
"185",8227
"186",8317
"187",8358
"188",8254
"189",8434
"190",8405
"191",8528
"192",8713
"193",8416
"194",8482
"195",8707
"196",8749
"197",8891
"198",8852
"199",8839
"200",8873
"201",8881
"202",8891
"203",8804
"204",8896
"205",8854
