"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596323435734366,106546,893454,9,14.53
"2","Alaska",0.519638077575258,386430,613570,3,9
"3","Arizona",0.479141113940791,611285,388715,11,4.2
"4","Arkansas",0.694221988676854,4156,995844,6,15.58
"5","California",0.354104400243686,988049,11951,55,-12.96
"6","Colorado",0.441202960144731,886303,113697,9,-1.26
"7","Connecticut",0.414796916379155,911944,88056,7,-6.95
"8","Delaware",0.443434568869368,798889,201111,3,-7.14
"9","District of Columbia",0.110333992992504,1e+06,0,3,-42.87
"10","Florida",0.473813939385415,642177,357823,29,2.84
"11","Georgia",0.501944120734036,490729,509271,16,4.99
"12","Hawaii",0.357278587601507,985074,14926,4,-18.5
"13","Idaho",0.608267356810936,53303,946697,4,18.41
"14","Illinois",0.430975784419944,867505,132495,20,-7.29
"15","Indiana",0.559459905999781,222833,777167,11,9.6
"16","Iowa",0.504408515733611,467426,532574,6,3.35
"17","Kansas",0.549939167931152,253828,746172,6,11.64
"18","Kentucky",0.606568254542984,77033,922967,8,15.08
"19","Louisiana",0.615870981065915,56436,943564,8,12.17
"20","Maine",0.420393004245417,926727,73273,3,-2.89
"21","Maine CD-2",0.502301123788684,482936,517064,1,3.51
"22","Maryland",0.358260092242467,980316,19684,10,-12.25
"23","Massachusetts",0.363429804099797,988289,11711,11,-16.04
"24","Michigan",0.469816678251522,654834,345166,16,-0.3
"25","Minnesota",0.463567708479488,725603,274397,10,-0.85
"26","Mississippi",0.587689934851136,169319,830681,6,9.18
"27","Missouri",0.542111493667142,274362,725638,10,9.62
"28","Montana",0.544757444194537,248220,751780,3,9.76
"29","Nebraska",0.568791818185749,134524,865476,4,14.39
"30","Nebraska CD-2",0.481268761631082,615174,384826,1,3.26
"31","Nevada",0.469038448990995,663111,336889,6,0.12
"32","New Hampshire",0.454808548007215,729250,270750,4,-0.21
"33","New Jersey",0.411539858944988,921936,78064,14,-6.18
"34","New Mexico",0.4492511839386,743159,256841,5,-4.14
"35","New York",0.358488083922903,977303,22697,29,-11.53
"36","North Carolina",0.494638112947529,532225,467775,15,3.51
"37","North Dakota",0.584617454011116,65926,934074,3,17.04
"38","Ohio",0.508247077170562,456400,543600,18,4.55
"39","Oklahoma",0.61911159760983,55941,944059,7,19.38
"40","Oregon",0.427064032491483,967755,32245,7,-5.29
"41","Pennsylvania",0.471546548608712,655574,344426,20,0.6
"42","Rhode Island",0.425495293750533,864432,135568,4,-9.39
"43","South Carolina",0.522790949082814,381542,618458,9,8.67
"44","South Dakota",0.626964412705305,41783,958217,3,15.26
"45","Tennessee",0.618821197816026,61797,938203,11,13.93
"46","Texas",0.506305402907551,467059,532941,38,7.2
"47","Utah",0.574294285309971,111893,888107,6,16.94
"48","Vermont",0.383264128156243,955478,44522,3,-15.75
"49","Virginia",0.45976126623225,690545,309455,13,-1.13
"50","Washington",0.421971324559036,890822,109178,12,-7.44
"51","West Virginia",0.638703848388755,19880,980120,5,18.16
"52","Wisconsin",0.466630513757301,693204,306796,10,0.39
"53","Wyoming",0.684181329849663,3886,996114,3,24.64
