"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596326029537725,100414,899586,9,14.53
"2","Alaska",0.520823209609522,374405,625595,3,9
"3","Arizona",0.481042929019364,603922,396078,11,4.2
"4","Arkansas",0.694292187086445,3208,996792,6,15.58
"5","California",0.354166542249765,991122,8878,55,-12.96
"6","Colorado",0.43981358297728,907704,92296,9,-1.26
"7","Connecticut",0.414764447814137,920459,79541,7,-6.95
"8","Delaware",0.443349503201379,807640,192360,3,-7.14
"9","District of Columbia",0.110212648229579,1e+06,0,3,-42.87
"10","Florida",0.490136479244447,556172,443828,29,2.84
"11","Georgia",0.499591698288686,502280,497720,16,4.99
"12","Hawaii",0.349463638819602,989607,10393,4,-18.5
"13","Idaho",0.608223780146117,47050,952950,4,18.41
"14","Illinois",0.430938880639189,878375,121625,20,-7.29
"15","Indiana",0.55381340518015,240854,759146,11,9.6
"16","Iowa",0.504989035057755,460738,539262,6,3.35
"17","Kansas",0.549888144106945,247861,752139,6,11.64
"18","Kentucky",0.606520908207177,71297,928703,8,15.08
"19","Louisiana",0.61586789144759,50727,949273,8,12.17
"20","Maine",0.420423171748526,937357,62643,3,-2.89
"21","Maine CD-2",0.502342344912361,481805,518195,1,3.51
"22","Maryland",0.358161472488631,984127,15873,10,-12.25
"23","Massachusetts",0.363430548512947,991026,8974,11,-16.04
"24","Michigan",0.468784984089857,663958,336042,16,-0.3
"25","Minnesota",0.462630029355598,740686,259314,10,-0.85
"26","Mississippi",0.587835847715278,162568,837432,6,9.18
"27","Missouri",0.540479600173176,274946,725054,10,9.62
"28","Montana",0.547225204467523,227091,772909,3,9.76
"29","Nebraska",0.568671046990773,126087,873913,4,14.39
"30","Nebraska CD-2",0.481164148785012,620144,379856,1,3.26
"31","Nevada",0.4708747575725,659380,340620,6,0.12
"32","New Hampshire",0.452270039892842,747130,252870,4,-0.21
"33","New Jersey",0.408242250866974,939595,60405,14,-6.18
"34","New Mexico",0.449296153253321,749463,250537,5,-4.14
"35","New York",0.358170003533169,980691,19309,29,-11.53
"36","North Carolina",0.493215550853115,541539,458461,15,3.51
"37","North Dakota",0.584658762495722,56239,943761,3,17.04
"38","Ohio",0.507780894247277,457977,542023,18,4.55
"39","Oklahoma",0.618998102272362,50855,949145,7,19.38
"40","Oregon",0.427073692317009,980258,19742,7,-5.29
"41","Pennsylvania",0.472135212664558,657307,342693,20,0.6
"42","Rhode Island",0.425414113283551,872652,127348,4,-9.39
"43","South Carolina",0.526110912043442,360275,639725,9,8.67
"44","South Dakota",0.626965239013445,37268,962732,3,15.26
"45","Tennessee",0.618849379432238,56734,943266,11,13.93
"46","Texas",0.508208744513495,456587,543413,38,7.2
"47","Utah",0.574271730504625,101907,898093,6,16.94
"48","Vermont",0.383396900024486,960207,39793,3,-15.75
"49","Virginia",0.453322912411321,727856,272144,13,-1.13
"50","Washington",0.413080894965152,930256,69744,12,-7.44
"51","West Virginia",0.638412778610031,17008,982992,5,18.16
"52","Wisconsin",0.466755889484189,698708,301292,10,0.39
"53","Wyoming",0.68416108605276,3012,996988,3,24.64
