"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.619282434518886,55505,944495,9,14.53
"2","Alaska",0.520841315624931,372301,627699,3,9
"3","Arizona",0.481739403717634,601282,398718,11,4.2
"4","Arkansas",0.669009992698543,10312,989688,6,15.58
"5","California",0.341720164972256,995786,4214,55,-12.96
"6","Colorado",0.44154977502184,909047,90953,9,-1.26
"7","Connecticut",0.414852926673985,923957,76043,7,-6.95
"8","Delaware",0.443280469045086,811291,188709,3,-7.14
"9","District of Columbia",0.110278085889263,1e+06,0,3,-42.87
"10","Florida",0.483638571125157,594282,405718,29,2.84
"11","Georgia",0.497108866071744,514124,485876,16,4.99
"12","Hawaii",0.349500157209636,990777,9223,4,-18.5
"13","Idaho",0.608246453064737,44862,955138,4,18.41
"14","Illinois",0.430960927131664,881585,118415,20,-7.29
"15","Indiana",0.553763508611089,238579,761421,11,9.6
"16","Iowa",0.503330240373604,472980,527020,6,3.35
"17","Kansas",0.572100100782259,158358,841642,6,11.64
"18","Kentucky",0.602091832302037,76843,923157,8,15.08
"19","Louisiana",0.615823584458766,47939,952061,8,12.17
"20","Maine",0.420465963297898,941504,58496,3,-2.89
"21","Maine CD-2",0.502357534680228,481725,518275,1,3.51
"22","Maryland",0.35818190805135,985670,14330,10,-12.25
"23","Massachusetts",0.363494987388434,992097,7903,11,-16.04
"24","Michigan",0.468003193687681,669908,330092,16,-0.3
"25","Minnesota",0.46386694069562,737651,262349,10,-0.85
"26","Mississippi",0.587752387987057,160415,839585,6,9.18
"27","Missouri",0.54066816533998,271736,728264,10,9.62
"28","Montana",0.547234651014588,223680,776320,3,9.76
"29","Nebraska",0.568798977087138,120990,879010,4,14.39
"30","Nebraska CD-2",0.481178144740392,622291,377709,1,3.26
"31","Nevada",0.469290940020349,669298,330702,6,0.12
"32","New Hampshire",0.452403951312781,749338,250662,4,-0.21
"33","New Jersey",0.408265524110662,943176,56824,14,-6.18
"34","New Mexico",0.444850057340844,771625,228375,5,-4.14
"35","New York",0.358115130323783,981811,18189,29,-11.53
"36","North Carolina",0.492689612961293,545476,454524,15,3.51
"37","North Dakota",0.584675339859945,52322,947678,3,17.04
"38","Ohio",0.50422919566092,476653,523347,18,4.55
"39","Oklahoma",0.61920778485451,48290,951710,7,19.38
"40","Oregon",0.427111096791457,985188,14812,7,-5.29
"41","Pennsylvania",0.472951868782434,654659,345341,20,0.6
"42","Rhode Island",0.425460988452693,875855,124145,4,-9.39
"43","South Carolina",0.52616193565576,358428,641572,9,8.67
"44","South Dakota",0.627025322847025,35556,964444,3,15.26
"45","Tennessee",0.618748495484051,55107,944893,11,13.93
"46","Texas",0.506852084578719,462786,537214,38,7.2
"47","Utah",0.574260669177836,96970,903030,6,16.94
"48","Vermont",0.383309282572631,962572,37428,3,-15.75
"49","Virginia",0.45217599450969,736271,263729,13,-1.13
"50","Washington",0.406039857904523,950214,49786,12,-7.44
"51","West Virginia",0.638382651885029,15641,984359,5,18.16
"52","Wisconsin",0.478107018930468,636201,363799,10,0.39
"53","Wyoming",0.684195307259974,2662,997338,3,24.64
