"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",1
"43",0
"44",1
"45",0
"46",0
"47",3
"48",0
"49",0
"50",0
"51",1
"52",1
"53",0
"54",1
"55",3
"56",1
"57",3
"58",2
"59",4
"60",7
"61",4
"62",8
"63",7
"64",4
"65",6
"66",8
"67",10
"68",8
"69",11
"70",18
"71",17
"72",20
"73",17
"74",26
"75",25
"76",37
"77",46
"78",34
"79",39
"80",46
"81",53
"82",80
"83",61
"84",64
"85",63
"86",76
"87",105
"88",87
"89",109
"90",125
"91",128
"92",168
"93",159
"94",159
"95",196
"96",222
"97",203
"98",299
"99",268
"100",307
"101",283
"102",343
"103",391
"104",389
"105",415
"106",435
"107",515
"108",491
"109",583
"110",575
"111",659
"112",702
"113",672
"114",745
"115",789
"116",839
"117",891
"118",929
"119",1008
"120",1037
"121",1053
"122",1229
"123",1274
"124",1236
"125",1302
"126",1469
"127",1538
"128",1547
"129",1648
"130",1715
"131",1776
"132",1856
"133",1950
"134",2035
"135",1985
"136",2136
"137",2238
"138",2383
"139",2494
"140",2559
"141",2706
"142",2714
"143",2742
"144",2915
"145",3056
"146",3123
"147",3174
"148",3248
"149",3416
"150",3522
"151",3593
"152",3714
"153",3819
"154",3952
"155",4084
"156",4173
"157",4198
"158",4403
"159",4467
"160",4512
"161",4882
"162",4875
"163",4838
"164",5079
"165",5156
"166",5201
"167",5431
"168",5539
"169",5490
"170",5623
"171",5721
"172",5851
"173",5834
"174",6183
"175",6056
"176",6357
"177",6570
"178",6373
"179",6548
"180",6574
"181",6824
"182",6801
"183",6879
"184",6964
"185",7129
"186",7135
"187",7068
"188",7287
"189",7403
"190",7421
"191",7448
"192",7540
"193",7567
"194",7658
"195",7796
"196",7803
"197",7852
"198",7801
"199",8048
"200",8171
"201",8031
"202",8026
"203",8150
"204",8160
"205",8127
"206",8153
