"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",1
"43",0
"44",0
"45",0
"46",1
"47",0
"48",0
"49",1
"50",0
"51",1
"52",0
"53",1
"54",1
"55",3
"56",2
"57",2
"58",5
"59",8
"60",5
"61",4
"62",7
"63",12
"64",5
"65",7
"66",11
"67",11
"68",16
"69",19
"70",15
"71",16
"72",24
"73",37
"74",24
"75",44
"76",40
"77",36
"78",44
"79",37
"80",56
"81",60
"82",55
"83",72
"84",73
"85",92
"86",100
"87",116
"88",137
"89",131
"90",145
"91",150
"92",172
"93",201
"94",207
"95",253
"96",272
"97",297
"98",303
"99",319
"100",338
"101",385
"102",427
"103",414
"104",435
"105",496
"106",539
"107",591
"108",617
"109",634
"110",664
"111",723
"112",757
"113",785
"114",850
"115",884
"116",986
"117",1006
"118",1128
"119",1208
"120",1279
"121",1259
"122",1412
"123",1405
"124",1470
"125",1542
"126",1611
"127",1714
"128",1725
"129",1880
"130",1893
"131",1898
"132",2185
"133",2253
"134",2284
"135",2364
"136",2450
"137",2571
"138",2734
"139",2743
"140",2918
"141",2897
"142",3173
"143",3242
"144",3265
"145",3370
"146",3540
"147",3643
"148",3637
"149",3856
"150",3901
"151",4023
"152",4158
"153",4353
"154",4405
"155",4467
"156",4524
"157",4666
"158",4861
"159",4889
"160",4970
"161",5254
"162",5362
"163",5429
"164",5527
"165",5621
"166",5844
"167",5895
"168",6026
"169",6088
"170",6251
"171",6274
"172",6403
"173",6448
"174",6694
"175",6705
"176",6893
"177",6981
"178",7160
"179",7239
"180",7234
"181",7295
"182",7448
"183",7390
"184",7498
"185",7692
"186",7799
"187",7969
"188",7942
"189",8134
"190",7989
"191",8048
"192",8239
"193",8123
"194",8413
"195",8374
"196",8240
"197",8375
"198",8530
"199",8419
"200",8726
"201",8509
"202",8485
"203",8908
"204",8596
"205",8647
"206",8562
