"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",1
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",2
"42",0
"43",0
"44",1
"45",0
"46",0
"47",0
"48",0
"49",2
"50",4
"51",3
"52",1
"53",0
"54",2
"55",1
"56",3
"57",3
"58",4
"59",4
"60",5
"61",3
"62",7
"63",11
"64",11
"65",12
"66",9
"67",19
"68",14
"69",17
"70",21
"71",27
"72",26
"73",38
"74",34
"75",45
"76",48
"77",50
"78",60
"79",70
"80",66
"81",70
"82",97
"83",91
"84",89
"85",136
"86",125
"87",135
"88",141
"89",173
"90",171
"91",187
"92",208
"93",219
"94",225
"95",303
"96",296
"97",318
"98",329
"99",365
"100",380
"101",420
"102",468
"103",488
"104",525
"105",508
"106",603
"107",627
"108",683
"109",749
"110",715
"111",811
"112",883
"113",929
"114",968
"115",971
"116",1049
"117",1157
"118",1134
"119",1269
"120",1315
"121",1366
"122",1408
"123",1614
"124",1534
"125",1674
"126",1643
"127",1869
"128",1847
"129",1896
"130",1973
"131",2091
"132",2337
"133",2411
"134",2462
"135",2620
"136",2560
"137",2640
"138",2822
"139",2938
"140",2912
"141",3011
"142",3253
"143",3250
"144",3503
"145",3455
"146",3686
"147",3729
"148",3841
"149",3837
"150",3995
"151",4120
"152",4319
"153",4561
"154",4428
"155",4646
"156",4685
"157",4754
"158",4884
"159",5115
"160",4977
"161",5404
"162",5441
"163",5417
"164",5534
"165",5610
"166",5944
"167",5807
"168",5975
"169",6046
"170",6187
"171",6370
"172",6478
"173",6667
"174",6686
"175",6781
"176",7043
"177",6947
"178",6925
"179",7077
"180",7265
"181",7319
"182",7403
"183",7396
"184",7580
"185",7487
"186",7614
"187",7920
"188",7772
"189",7957
"190",7920
"191",7934
"192",8159
"193",8048
"194",8276
"195",8182
"196",8259
"197",8292
"198",8113
"199",8135
"200",8324
"201",8255
"202",8362
"203",8254
"204",8316
"205",8402
