"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",1
"47",0
"48",0
"49",1
"50",0
"51",1
"52",0
"53",0
"54",2
"55",1
"56",3
"57",0
"58",2
"59",3
"60",3
"61",4
"62",3
"63",1
"64",1
"65",10
"66",12
"67",11
"68",12
"69",16
"70",15
"71",19
"72",23
"73",25
"74",28
"75",35
"76",29
"77",29
"78",44
"79",49
"80",50
"81",64
"82",82
"83",82
"84",83
"85",107
"86",98
"87",101
"88",121
"89",156
"90",166
"91",166
"92",212
"93",211
"94",226
"95",258
"96",273
"97",274
"98",309
"99",336
"100",406
"101",390
"102",443
"103",459
"104",478
"105",576
"106",564
"107",648
"108",660
"109",671
"110",726
"111",846
"112",814
"113",934
"114",918
"115",1011
"116",1044
"117",1213
"118",1263
"119",1318
"120",1427
"121",1389
"122",1532
"123",1498
"124",1598
"125",1708
"126",1754
"127",1933
"128",1902
"129",2108
"130",2092
"131",2279
"132",2335
"133",2479
"134",2528
"135",2602
"136",2619
"137",2773
"138",2944
"139",2955
"140",3198
"141",3289
"142",3474
"143",3461
"144",3551
"145",3701
"146",3800
"147",3936
"148",3944
"149",4180
"150",4173
"151",4437
"152",4613
"153",4675
"154",4817
"155",4896
"156",5146
"157",5076
"158",5263
"159",5330
"160",5524
"161",5765
"162",5680
"163",5768
"164",6056
"165",6068
"166",6234
"167",6215
"168",6354
"169",6666
"170",6752
"171",6796
"172",6765
"173",6943
"174",6983
"175",7283
"176",7277
"177",7190
"178",7436
"179",7491
"180",7542
"181",7682
"182",7729
"183",7720
"184",7927
"185",7998
"186",8125
"187",8278
"188",8313
"189",8337
"190",8422
"191",8468
"192",8514
"193",8732
"194",8690
"195",8463
"196",8784
"197",8785
"198",8668
"199",8696
"200",8651
"201",8730
"202",8795
"203",8794
"204",8717
"205",8775
