"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",1
"43",0
"44",2
"45",1
"46",2
"47",1
"48",0
"49",0
"50",1
"51",0
"52",1
"53",2
"54",3
"55",2
"56",1
"57",2
"58",7
"59",3
"60",3
"61",4
"62",11
"63",7
"64",6
"65",9
"66",20
"67",14
"68",24
"69",21
"70",22
"71",22
"72",27
"73",41
"74",44
"75",32
"76",48
"77",52
"78",57
"79",53
"80",87
"81",70
"82",74
"83",70
"84",87
"85",125
"86",149
"87",117
"88",140
"89",149
"90",186
"91",201
"92",218
"93",258
"94",244
"95",297
"96",343
"97",326
"98",326
"99",365
"100",408
"101",493
"102",443
"103",520
"104",518
"105",558
"106",639
"107",640
"108",718
"109",781
"110",828
"111",867
"112",915
"113",964
"114",1028
"115",1017
"116",1084
"117",1227
"118",1212
"119",1300
"120",1362
"121",1455
"122",1506
"123",1599
"124",1664
"125",1724
"126",1853
"127",1876
"128",1951
"129",2134
"130",2126
"131",2281
"132",2404
"133",2312
"134",2559
"135",2634
"136",2687
"137",2816
"138",2830
"139",3008
"140",3080
"141",3292
"142",3334
"143",3401
"144",3565
"145",3558
"146",3724
"147",3776
"148",4078
"149",4045
"150",4116
"151",4352
"152",4268
"153",4619
"154",4645
"155",4882
"156",4899
"157",5118
"158",5032
"159",5182
"160",5590
"161",5428
"162",5533
"163",5636
"164",5709
"165",6014
"166",6066
"167",6229
"168",6131
"169",6348
"170",6536
"171",6645
"172",6655
"173",6857
"174",6918
"175",7024
"176",7082
"177",7266
"178",7224
"179",7464
"180",7381
"181",7484
"182",7630
"183",7773
"184",7763
"185",7926
"186",7855
"187",7923
"188",8010
"189",8131
"190",8053
"191",8153
"192",8270
"193",8159
"194",8424
"195",8456
"196",8346
"197",8333
"198",8511
"199",8508
"200",8440
"201",8418
"202",8467
"203",8521
"204",8568
"205",8574
