"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",1
"38",0
"39",0
"40",0
"41",0
"42",1
"43",1
"44",0
"45",0
"46",1
"47",1
"48",0
"49",0
"50",0
"51",0
"52",2
"53",4
"54",2
"55",3
"56",6
"57",2
"58",4
"59",6
"60",4
"61",5
"62",6
"63",7
"64",3
"65",12
"66",12
"67",8
"68",13
"69",15
"70",18
"71",18
"72",23
"73",25
"74",23
"75",32
"76",38
"77",38
"78",36
"79",29
"80",56
"81",52
"82",63
"83",71
"84",68
"85",74
"86",95
"87",104
"88",114
"89",124
"90",131
"91",132
"92",132
"93",183
"94",160
"95",207
"96",233
"97",225
"98",236
"99",280
"100",313
"101",293
"102",357
"103",373
"104",385
"105",461
"106",489
"107",480
"108",575
"109",564
"110",572
"111",627
"112",661
"113",684
"114",784
"115",829
"116",931
"117",908
"118",948
"119",1044
"120",1052
"121",1178
"122",1218
"123",1296
"124",1367
"125",1318
"126",1439
"127",1513
"128",1654
"129",1675
"130",1800
"131",1824
"132",1922
"133",1982
"134",2074
"135",2185
"136",2202
"137",2388
"138",2426
"139",2480
"140",2478
"141",2680
"142",2779
"143",2948
"144",2954
"145",3132
"146",3212
"147",3266
"148",3443
"149",3582
"150",3663
"151",3658
"152",3718
"153",3843
"154",4044
"155",4144
"156",4308
"157",4334
"158",4392
"159",4506
"160",4737
"161",4744
"162",4775
"163",5150
"164",5172
"165",5169
"166",5205
"167",5467
"168",5493
"169",5592
"170",5741
"171",5893
"172",6002
"173",6139
"174",6117
"175",6448
"176",6315
"177",6395
"178",6529
"179",6615
"180",6763
"181",6991
"182",6807
"183",6869
"184",6990
"185",7205
"186",7109
"187",7399
"188",7402
"189",7404
"190",7476
"191",7651
"192",7476
"193",7696
"194",7633
"195",7844
"196",7828
"197",8071
"198",8014
"199",7893
"200",8072
"201",8016
"202",8153
"203",8076
"204",8291
"205",8097
"206",8179
