"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",1
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",1
"43",0
"44",0
"45",0
"46",0
"47",0
"48",2
"49",1
"50",2
"51",0
"52",2
"53",1
"54",2
"55",0
"56",7
"57",3
"58",3
"59",6
"60",2
"61",6
"62",8
"63",9
"64",10
"65",15
"66",15
"67",17
"68",17
"69",26
"70",21
"71",21
"72",36
"73",35
"74",38
"75",48
"76",44
"77",45
"78",55
"79",71
"80",72
"81",97
"82",95
"83",123
"84",108
"85",112
"86",144
"87",131
"88",190
"89",184
"90",219
"91",214
"92",232
"93",256
"94",272
"95",328
"96",301
"97",383
"98",402
"99",408
"100",451
"101",497
"102",529
"103",530
"104",542
"105",563
"106",685
"107",740
"108",699
"109",866
"110",897
"111",900
"112",982
"113",1029
"114",1124
"115",1188
"116",1246
"117",1309
"118",1334
"119",1475
"120",1448
"121",1580
"122",1663
"123",1754
"124",1801
"125",1888
"126",2001
"127",2033
"128",2209
"129",2299
"130",2327
"131",2369
"132",2561
"133",2644
"134",2662
"135",2808
"136",2953
"137",2981
"138",3059
"139",3297
"140",3328
"141",3485
"142",3658
"143",3600
"144",3862
"145",4029
"146",4029
"147",4189
"148",4111
"149",4468
"150",4557
"151",4549
"152",4716
"153",4893
"154",4969
"155",4977
"156",5057
"157",5393
"158",5498
"159",5458
"160",5463
"161",5753
"162",5930
"163",5915
"164",6102
"165",6236
"166",6175
"167",6387
"168",6447
"169",6639
"170",6665
"171",6863
"172",6921
"173",7048
"174",7074
"175",7267
"176",7365
"177",7474
"178",7604
"179",7472
"180",7726
"181",7790
"182",7826
"183",7884
"184",8032
"185",7844
"186",8024
"187",8130
"188",8306
"189",8165
"190",8435
"191",8374
"192",8407
"193",8467
"194",8308
"195",8491
"196",8544
"197",8480
"198",8549
"199",8639
"200",8589
"201",8458
"202",8415
"203",8657
"204",8590
"205",8553
