"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596298931953906,115913,884087,9,14.53
"2","Alaska",0.527899574081794,344937,655063,3,9
"3","Arizona",0.470011873055185,649664,350336,11,4.2
"4","Arkansas",0.694196878436479,5720,994280,6,15.58
"5","California",0.352038028356447,983120,16880,55,-12.96
"6","Colorado",0.442179102088665,858096,141904,9,-1.26
"7","Connecticut",0.414894863896385,899088,100912,7,-6.95
"8","Delaware",0.443350746448601,787656,212344,3,-7.14
"9","District of Columbia",0.110239062906935,1e+06,0,3,-42.87
"10","Florida",0.485832492509892,574765,425235,29,2.84
"11","Georgia",0.500696668234488,496548,503452,16,4.99
"12","Hawaii",0.357389414891403,980096,19904,4,-18.5
"13","Idaho",0.608243793180587,62234,937766,4,18.41
"14","Illinois",0.429024899875116,866159,133841,20,-7.29
"15","Indiana",0.559383801984915,231559,768441,11,9.6
"16","Iowa",0.550673061484106,190124,809876,6,3.35
"17","Kansas",0.564893152479269,199868,800132,6,11.64
"18","Kentucky",0.613074457470587,74470,925530,8,15.08
"19","Louisiana",0.594476184501489,113178,886822,8,12.17
"20","Maine",0.508849638723513,445140,554860,3,-2.89
"21","Maine CD-2",0.51528431577932,402574,597426,1,3.51
"22","Maryland",0.358255660421291,973809,26191,10,-12.25
"23","Massachusetts",0.363568498042439,983545,16455,11,-16.04
"24","Michigan",0.471964974348279,639038,360962,16,-0.3
"25","Minnesota",0.461432600151948,723387,276613,10,-0.85
"26","Mississippi",0.587898238108274,177821,822179,6,9.18
"27","Missouri",0.555092691403683,229727,770273,10,9.62
"28","Montana",0.560430128964006,187455,812545,3,9.76
"29","Nebraska",0.568654551387404,149392,850608,4,14.39
"30","Nebraska CD-2",0.526257647050446,345704,654296,1,3.26
"31","Nevada",0.462695230763319,679495,320505,6,0.12
"32","New Hampshire",0.467140568631566,658615,341385,4,-0.21
"33","New Jersey",0.41037676941849,905801,94199,14,-6.18
"34","New Mexico",0.45885188836546,693501,306499,5,-4.14
"35","New York",0.36853713077823,968363,31637,29,-11.53
"36","North Carolina",0.498852449623146,507054,492946,15,3.51
"37","North Dakota",0.57855213149955,80685,919315,3,17.04
"38","Ohio",0.505850182619265,470090,529910,18,4.55
"39","Oklahoma",0.619428648741408,62337,937663,7,19.38
"40","Oregon",0.434291641033148,912228,87772,7,-5.29
"41","Pennsylvania",0.476203478263975,625439,374561,20,0.6
"42","Rhode Island",0.425465020163754,852290,147710,4,-9.39
"43","South Carolina",0.495771304398254,521293,478707,9,8.67
"44","South Dakota",0.626984584320687,48704,951296,3,15.26
"45","Tennessee",0.618881334538376,69060,930940,11,13.93
"46","Texas",0.493894717745089,530340,469660,38,7.2
"47","Utah",0.583513604810761,94401,905599,6,16.94
"48","Vermont",0.383219641665186,947299,52701,3,-15.75
"49","Virginia",0.459836796227582,684252,315748,13,-1.13
"50","Washington",0.422456265844962,876372,123628,12,-7.44
"51","West Virginia",0.676153060897604,4224,995776,5,18.16
"52","Wisconsin",0.464617917067064,693767,306233,10,0.39
"53","Wyoming",0.684167319422174,5747,994253,3,24.64
