"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",1
"46",0
"47",0
"48",1
"49",0
"50",4
"51",3
"52",2
"53",2
"54",2
"55",5
"56",5
"57",3
"58",3
"59",6
"60",1
"61",5
"62",5
"63",5
"64",11
"65",14
"66",8
"67",12
"68",14
"69",16
"70",17
"71",22
"72",29
"73",22
"74",35
"75",43
"76",45
"77",36
"78",56
"79",59
"80",67
"81",63
"82",70
"83",83
"84",95
"85",111
"86",119
"87",117
"88",129
"89",143
"90",172
"91",193
"92",193
"93",232
"94",204
"95",267
"96",271
"97",297
"98",308
"99",300
"100",356
"101",388
"102",410
"103",419
"104",474
"105",498
"106",531
"107",599
"108",599
"109",651
"110",680
"111",697
"112",762
"113",784
"114",870
"115",940
"116",969
"117",1004
"118",1080
"119",1112
"120",1226
"121",1273
"122",1322
"123",1457
"124",1505
"125",1475
"126",1549
"127",1703
"128",1765
"129",1847
"130",1859
"131",1931
"132",2052
"133",2145
"134",2217
"135",2266
"136",2461
"137",2441
"138",2674
"139",2664
"140",2739
"141",2863
"142",2911
"143",3040
"144",3179
"145",3355
"146",3391
"147",3435
"148",3647
"149",3667
"150",3844
"151",3960
"152",4018
"153",4112
"154",4163
"155",4380
"156",4391
"157",4518
"158",4591
"159",4783
"160",5052
"161",5020
"162",5026
"163",5274
"164",5359
"165",5401
"166",5571
"167",5711
"168",5794
"169",5775
"170",5967
"171",5976
"172",6267
"173",6191
"174",6432
"175",6408
"176",6574
"177",6839
"178",6718
"179",6740
"180",7043
"181",7126
"182",7235
"183",7225
"184",7369
"185",7335
"186",7525
"187",7519
"188",7675
"189",7679
"190",7723
"191",7847
"192",8008
"193",8084
"194",8089
"195",8003
"196",8280
"197",8262
"198",8090
"199",8290
"200",8354
"201",8432
"202",8366
"203",8265
"204",8385
"205",8480
"206",8450
