"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596260255809456,117092,882908,9,14.53
"2","Alaska",0.527743969268534,346359,653641,3,9
"3","Arizona",0.469330432358392,651334,348666,11,4.2
"4","Arkansas",0.694199026266942,5932,994068,6,15.58
"5","California",0.363411448703257,975287,24713,55,-12.96
"6","Colorado",0.442213694105858,855718,144282,9,-1.26
"7","Connecticut",0.414728079618513,897953,102047,7,-6.95
"8","Delaware",0.443196614178432,787122,212878,3,-7.14
"9","District of Columbia",0.110188293394153,1e+06,0,3,-42.87
"10","Florida",0.485793405925005,574999,425001,29,2.84
"11","Georgia",0.51235004160112,444533,555467,16,4.99
"12","Hawaii",0.357319787657489,979610,20390,4,-18.5
"13","Idaho",0.60789204175263,63637,936363,4,18.41
"14","Illinois",0.428940850034182,864810,135190,20,-7.29
"15","Indiana",0.559314797099462,232472,767528,11,9.6
"16","Iowa",0.550619294221929,192349,807651,6,3.35
"17","Kansas",0.564843804526498,201995,798005,6,11.64
"18","Kentucky",0.620138141650853,60515,939485,8,15.08
"19","Louisiana",0.594381356911721,114545,885455,8,12.17
"20","Maine",0.508791791060719,440095,559905,3,-2.89
"21","Maine CD-2",0.548051174332863,204430,795570,1,3.51
"22","Maryland",0.358217406910135,973174,26826,10,-12.25
"23","Massachusetts",0.36347330279378,982939,17061,11,-16.04
"24","Michigan",0.473398146835733,631343,368657,16,-0.3
"25","Minnesota",0.481990357920428,609013,390987,10,-0.85
"26","Mississippi",0.587699401175711,178958,821042,6,9.18
"27","Missouri",0.554987410236287,231966,768034,10,9.62
"28","Montana",0.560378373648822,189447,810553,3,9.76
"29","Nebraska",0.56869039233963,150869,849131,4,14.39
"30","Nebraska CD-2",0.526101200415963,347376,652624,1,3.26
"31","Nevada",0.453300149819807,728108,271892,6,0.12
"32","New Hampshire",0.457484820137945,709565,290435,4,-0.21
"33","New Jersey",0.410382255045672,903243,96757,14,-6.18
"34","New Mexico",0.458798255899811,692652,307348,5,-4.14
"35","New York",0.368276124858253,967353,32647,29,-11.53
"36","North Carolina",0.498996244847408,505235,494765,15,3.51
"37","North Dakota",0.578508887510485,82827,917173,3,17.04
"38","Ohio",0.512340798049828,437929,562071,18,4.55
"39","Oklahoma",0.619347164923323,63761,936239,7,19.38
"40","Oregon",0.43427348508234,909974,90026,7,-5.29
"41","Pennsylvania",0.47530961782797,629378,370622,20,0.6
"42","Rhode Island",0.425372286230358,851135,148865,4,-9.39
"43","South Carolina",0.476922920461334,615588,384412,9,8.67
"44","South Dakota",0.626839546975379,49454,950546,3,15.26
"45","Tennessee",0.618732621717174,70262,929738,11,13.93
"46","Texas",0.493816460324234,530584,469416,38,7.2
"47","Utah",0.57993929363384,99004,900996,6,16.94
"48","Vermont",0.383187159185722,946571,53429,3,-15.75
"49","Virginia",0.454951777228552,704813,295187,13,-1.13
"50","Washington",0.439831657781977,826845,173155,12,-7.44
"51","West Virginia",0.67624047443507,4480,995520,5,18.16
"52","Wisconsin",0.464962714618285,691219,308781,10,0.39
"53","Wyoming",0.684217538131319,5871,994129,3,24.64
