"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596357057591029,116664,883336,9,14.53
"2","Alaska",0.527712752464431,346465,653535,3,9
"3","Arizona",0.469424329496184,651691,348309,11,4.2
"4","Arkansas",0.694264511662899,5752,994248,6,15.58
"5","California",0.363513156788877,975963,24037,55,-12.96
"6","Colorado",0.442207490475021,856000,144000,9,-1.26
"7","Connecticut",0.414960467002939,898228,101772,7,-6.95
"8","Delaware",0.443220528252762,786658,213342,3,-7.14
"9","District of Columbia",0.110248625920815,1e+06,0,3,-42.87
"10","Florida",0.485835883487587,574425,425575,29,2.84
"11","Georgia",0.512626499499526,442897,557103,16,4.99
"12","Hawaii",0.357321384528525,979700,20300,4,-18.5
"13","Idaho",0.608000433509865,63899,936101,4,18.41
"14","Illinois",0.429027085515987,865360,134640,20,-7.29
"15","Indiana",0.559518354202133,232001,767999,11,9.6
"16","Iowa",0.550667968032487,191481,808519,6,3.35
"17","Kansas",0.564789075602798,201618,798382,6,11.64
"18","Kentucky",0.620290674733094,59758,940242,8,15.08
"19","Louisiana",0.594416646406348,113806,886194,8,12.17
"20","Maine",0.508887699176329,439082,560918,3,-2.89
"21","Maine CD-2",0.54812823256797,203649,796351,1,3.51
"22","Maryland",0.358173794969865,973577,26423,10,-12.25
"23","Massachusetts",0.363459954888502,982710,17290,11,-16.04
"24","Michigan",0.473258480827907,632226,367774,16,-0.3
"25","Minnesota",0.482048557946397,608573,391427,10,-0.85
"26","Mississippi",0.587699234080578,178883,821117,6,9.18
"27","Missouri",0.555042187581814,231010,768990,10,9.62
"28","Montana",0.56042934945885,189913,810087,3,9.76
"29","Nebraska",0.56869446393727,150410,849590,4,14.39
"30","Nebraska CD-2",0.526253946229285,346906,653094,1,3.26
"31","Nevada",0.453157564420816,728472,271528,6,0.12
"32","New Hampshire",0.457422116370514,709677,290323,4,-0.21
"33","New Jersey",0.410419516259209,904316,95684,14,-6.18
"34","New Mexico",0.458865714172728,692215,307785,5,-4.14
"35","New York",0.368552719410009,967579,32421,29,-11.53
"36","North Carolina",0.499112566852433,504912,495088,15,3.51
"37","North Dakota",0.578601441351644,81906,918094,3,17.04
"38","Ohio",0.51236041787447,438167,561833,18,4.55
"39","Oklahoma",0.619416100936254,63486,936514,7,19.38
"40","Oregon",0.434399471204429,909827,90173,7,-5.29
"41","Pennsylvania",0.475583760201237,628291,371709,20,0.6
"42","Rhode Island",0.425559522120754,851027,148973,4,-9.39
"43","South Carolina",0.476960275743044,615843,384157,9,8.67
"44","South Dakota",0.626945006539794,49175,950825,3,15.26
"45","Tennessee",0.618840830424722,69984,930016,11,13.93
"46","Texas",0.493820752271419,530865,469135,38,7.2
"47","Utah",0.583597898896166,96065,903935,6,16.94
"48","Vermont",0.383213273471014,946802,53198,3,-15.75
"49","Virginia",0.454881952484464,705168,294832,13,-1.13
"50","Washington",0.440023270288011,826256,173744,12,-7.44
"51","West Virginia",0.67634242914412,4368,995632,5,18.16
"52","Wisconsin",0.464950174537275,691750,308250,10,0.39
"53","Wyoming",0.684243976664653,5598,994402,3,24.64
