"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",2
"50",1
"51",1
"52",2
"53",0
"54",2
"55",4
"56",2
"57",0
"58",3
"59",1
"60",5
"61",6
"62",3
"63",6
"64",17
"65",12
"66",10
"67",12
"68",12
"69",13
"70",15
"71",20
"72",14
"73",27
"74",31
"75",25
"76",39
"77",32
"78",55
"79",48
"80",57
"81",57
"82",78
"83",72
"84",89
"85",95
"86",105
"87",115
"88",132
"89",126
"90",147
"91",172
"92",183
"93",200
"94",200
"95",234
"96",276
"97",266
"98",285
"99",301
"100",348
"101",400
"102",400
"103",406
"104",440
"105",431
"106",513
"107",575
"108",568
"109",610
"110",698
"111",710
"112",787
"113",853
"114",841
"115",967
"116",983
"117",1053
"118",1015
"119",1096
"120",1222
"121",1239
"122",1294
"123",1371
"124",1462
"125",1475
"126",1572
"127",1591
"128",1753
"129",1809
"130",1913
"131",1981
"132",2015
"133",2176
"134",2217
"135",2298
"136",2339
"137",2427
"138",2594
"139",2652
"140",2885
"141",2903
"142",2927
"143",3091
"144",3149
"145",3294
"146",3352
"147",3391
"148",3536
"149",3753
"150",3789
"151",4017
"152",3983
"153",4132
"154",4248
"155",4439
"156",4417
"157",4553
"158",4604
"159",4745
"160",4969
"161",5057
"162",5224
"163",5181
"164",5276
"165",5442
"166",5502
"167",5555
"168",5835
"169",5917
"170",6079
"171",6115
"172",6348
"173",6234
"174",6339
"175",6553
"176",6589
"177",6646
"178",6849
"179",6839
"180",6774
"181",6937
"182",7143
"183",7226
"184",7236
"185",7411
"186",7541
"187",7648
"188",7483
"189",7711
"190",7730
"191",7636
"192",7742
"193",7820
"194",8003
"195",8030
"196",7978
"197",8067
"198",8232
"199",8228
"200",8226
"201",8204
"202",8250
"203",8324
"204",8131
"205",8212
"206",8260
