"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",1
"36",1
"37",0
"38",0
"39",0
"40",0
"41",0
"42",1
"43",1
"44",0
"45",0
"46",2
"47",2
"48",0
"49",1
"50",0
"51",3
"52",1
"53",2
"54",0
"55",5
"56",1
"57",4
"58",2
"59",6
"60",5
"61",5
"62",1
"63",7
"64",6
"65",11
"66",13
"67",13
"68",9
"69",20
"70",17
"71",18
"72",17
"73",27
"74",22
"75",24
"76",40
"77",37
"78",40
"79",41
"80",48
"81",59
"82",59
"83",78
"84",91
"85",84
"86",104
"87",104
"88",128
"89",119
"90",164
"91",161
"92",183
"93",204
"94",192
"95",258
"96",254
"97",285
"98",287
"99",332
"100",335
"101",357
"102",373
"103",448
"104",476
"105",497
"106",527
"107",606
"108",627
"109",622
"110",685
"111",708
"112",744
"113",820
"114",918
"115",920
"116",990
"117",1014
"118",1059
"119",1086
"120",1234
"121",1325
"122",1378
"123",1428
"124",1441
"125",1518
"126",1617
"127",1641
"128",1713
"129",1799
"130",1945
"131",2019
"132",2147
"133",2215
"134",2299
"135",2298
"136",2439
"137",2524
"138",2666
"139",2758
"140",2873
"141",2962
"142",3063
"143",3106
"144",3195
"145",3273
"146",3538
"147",3604
"148",3645
"149",3758
"150",3891
"151",4062
"152",4032
"153",4266
"154",4345
"155",4483
"156",4435
"157",4638
"158",4875
"159",4886
"160",5023
"161",5000
"162",5284
"163",5169
"164",5514
"165",5558
"166",5720
"167",5685
"168",5916
"169",6007
"170",6022
"171",6189
"172",6259
"173",6410
"174",6494
"175",6600
"176",6656
"177",6592
"178",6767
"179",7052
"180",7106
"181",7042
"182",7332
"183",7281
"184",7288
"185",7415
"186",7641
"187",7526
"188",7737
"189",7601
"190",7688
"191",7948
"192",8000
"193",7867
"194",8116
"195",8093
"196",8182
"197",8210
"198",8155
"199",8313
"200",8212
"201",8297
"202",8395
"203",8185
"204",8313
"205",8587
"206",8292
