"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596354153124837,106626,893374,9,14.53
"2","Alaska",0.519670083633045,386094,613906,3,9
"3","Arizona",0.478857124385949,611506,388494,11,4.2
"4","Arkansas",0.694295455312121,4091,995909,6,15.58
"5","California",0.341805604371195,992816,7184,55,-12.96
"6","Colorado",0.441240099539026,885018,114982,9,-1.26
"7","Connecticut",0.41494157395005,910801,89199,7,-6.95
"8","Delaware",0.443338510761797,799033,200967,3,-7.14
"9","District of Columbia",0.11028711207873,1e+06,0,3,-42.87
"10","Florida",0.47308817194982,645654,354346,29,2.84
"11","Georgia",0.501950357065709,490592,509408,16,4.99
"12","Hawaii",0.357237928847479,984835,15165,4,-18.5
"13","Idaho",0.608103001733722,53216,946784,4,18.41
"14","Illinois",0.430928732171654,867433,132567,20,-7.29
"15","Indiana",0.559396389860697,223176,776824,11,9.6
"16","Iowa",0.504390011743923,467584,532416,6,3.35
"17","Kansas",0.549797479032488,254884,745116,6,11.64
"18","Kentucky",0.606518825091573,77244,922756,8,15.08
"19","Louisiana",0.594429032730202,102569,897431,8,12.17
"20","Maine",0.420437474669676,926074,73926,3,-2.89
"21","Maine CD-2",0.502292386676376,483660,516340,1,3.51
"22","Maryland",0.358222279494971,979850,20150,10,-12.25
"23","Massachusetts",0.363634107407817,987956,12044,11,-16.04
"24","Michigan",0.469639253491694,655655,344345,16,-0.3
"25","Minnesota",0.464272389930564,721780,278220,10,-0.85
"26","Mississippi",0.587792734161567,169413,830587,6,9.18
"27","Missouri",0.542141586562971,274119,725881,10,9.62
"28","Montana",0.544642657313136,250125,749875,3,9.76
"29","Nebraska",0.568727652663702,135790,864210,4,14.39
"30","Nebraska CD-2",0.481258416850931,614466,385534,1,3.26
"31","Nevada",0.4690098397285,662741,337259,6,0.12
"32","New Hampshire",0.454858431338729,728433,271567,4,-0.21
"33","New Jersey",0.411521160263415,921993,78007,14,-6.18
"34","New Mexico",0.449375388207524,742785,257215,5,-4.14
"35","New York",0.358450953536576,977019,22981,29,-11.53
"36","North Carolina",0.494496900166864,532582,467418,15,3.51
"37","North Dakota",0.584761226149952,66404,933596,3,17.04
"38","Ohio",0.508198491862172,456578,543422,18,4.55
"39","Oklahoma",0.619267258895075,55904,944096,7,19.38
"40","Oregon",0.427065946849921,966678,33322,7,-5.29
"41","Pennsylvania",0.465980774620991,683521,316479,20,0.6
"42","Rhode Island",0.42539236839219,864220,135780,4,-9.39
"43","South Carolina",0.522812124074701,381090,618910,9,8.67
"44","South Dakota",0.626965057583966,42059,957941,3,15.26
"45","Tennessee",0.618983283695859,61738,938262,11,13.93
"46","Texas",0.506355918131913,466827,533173,38,7.2
"47","Utah",0.574234412522141,112324,887676,6,16.94
"48","Vermont",0.383204713840409,955248,44752,3,-15.75
"49","Virginia",0.459781330967167,689058,310942,13,-1.13
"50","Washington",0.422026648976996,890167,109833,12,-7.44
"51","West Virginia",0.638752875858808,19874,980126,5,18.16
"52","Wisconsin",0.466559823145417,692684,307316,10,0.39
"53","Wyoming",0.684333351600808,4048,995952,3,24.64
