"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596358531740213,113625,886375,9,14.53
"2","Alaska",0.52778179686287,344031,655969,3,9
"3","Arizona",0.476003563489063,622042,377958,11,4.2
"4","Arkansas",0.694317878578601,5235,994765,6,15.58
"5","California",0.332752618469782,994764,5236,55,-12.96
"6","Colorado",0.442199856966563,862649,137351,9,-1.26
"7","Connecticut",0.41484509079265,902168,97832,7,-6.95
"8","Delaware",0.443333994639006,790284,209716,3,-7.14
"9","District of Columbia",0.110188930149422,1e+06,0,3,-42.87
"10","Florida",0.486900317196067,570024,429976,29,2.84
"11","Georgia",0.505948212451608,472918,527082,16,4.99
"12","Hawaii",0.357343565005852,981352,18648,4,-18.5
"13","Idaho",0.608155919342555,60536,939464,4,18.41
"14","Illinois",0.428882662986536,869497,130503,20,-7.29
"15","Indiana",0.559471968029501,228929,771071,11,9.6
"16","Iowa",0.550682293050791,193716,806284,6,3.35
"17","Kansas",0.564817744216239,206813,793187,6,11.64
"18","Kentucky",0.620123355820012,59711,940289,8,15.08
"19","Louisiana",0.594472902983089,110942,889058,8,12.17
"20","Maine",0.508719737620005,443510,556490,3,-2.89
"21","Maine CD-2",0.547997962503812,209776,790224,1,3.51
"22","Maryland",0.358161661702667,975524,24476,10,-12.25
"23","Massachusetts",0.363501432718019,984652,15348,11,-16.04
"24","Michigan",0.469465638602965,652277,347723,16,-0.3
"25","Minnesota",0.460014913341009,732455,267545,10,-0.85
"26","Mississippi",0.587839899422569,175285,824715,6,9.18
"27","Missouri",0.555093147552553,227925,772075,10,9.62
"28","Montana",0.551459350195863,231924,768076,3,9.76
"29","Nebraska",0.568766439144155,145914,854086,4,14.39
"30","Nebraska CD-2",0.506310851957533,464377,535623,1,3.26
"31","Nevada",0.453170315766263,728550,271450,6,0.12
"32","New Hampshire",0.46704232745516,660201,339799,4,-0.21
"33","New Jersey",0.410032542360886,908750,91250,14,-6.18
"34","New Mexico",0.45887018122565,694826,305174,5,-4.14
"35","New York",0.368403017749733,969479,30521,29,-11.53
"36","North Carolina",0.497920687104048,511198,488802,15,3.51
"37","North Dakota",0.584393049192016,77833,922167,3,17.04
"38","Ohio",0.510922922989817,444301,555699,18,4.55
"39","Oklahoma",0.619104672176552,61700,938300,7,19.38
"40","Oregon",0.434381457519311,916519,83481,7,-5.29
"41","Pennsylvania",0.476119702373032,626915,373085,20,0.6
"42","Rhode Island",0.425476218503345,854686,145314,4,-9.39
"43","South Carolina",0.476940737210116,615570,384430,9,8.67
"44","South Dakota",0.626919756197592,47253,952747,3,15.26
"45","Tennessee",0.618814065080915,67381,932619,11,13.93
"46","Texas",0.49582356322086,520966,479034,38,7.2
"47","Utah",0.583483780441303,91685,908315,6,16.94
"48","Vermont",0.383358120012992,948616,51384,3,-15.75
"49","Virginia",0.459588792304417,686234,313766,13,-1.13
"50","Washington",0.422368205385107,879100,120900,12,-7.44
"51","West Virginia",0.676310435212402,3874,996126,5,18.16
"52","Wisconsin",0.465099703869823,693737,306263,10,0.39
"53","Wyoming",0.684263790699636,5282,994718,3,24.64
