"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",1
"44",0
"45",1
"46",0
"47",0
"48",1
"49",2
"50",0
"51",2
"52",0
"53",0
"54",2
"55",0
"56",8
"57",5
"58",5
"59",7
"60",3
"61",7
"62",6
"63",9
"64",11
"65",10
"66",11
"67",15
"68",25
"69",18
"70",18
"71",17
"72",35
"73",34
"74",34
"75",21
"76",36
"77",42
"78",56
"79",60
"80",81
"81",79
"82",89
"83",102
"84",83
"85",95
"86",134
"87",129
"88",131
"89",165
"90",152
"91",180
"92",226
"93",221
"94",243
"95",259
"96",273
"97",312
"98",310
"99",372
"100",371
"101",402
"102",436
"103",474
"104",525
"105",555
"106",567
"107",614
"108",677
"109",642
"110",749
"111",842
"112",790
"113",941
"114",969
"115",1045
"116",1105
"117",1211
"118",1181
"119",1231
"120",1412
"121",1335
"122",1508
"123",1494
"124",1548
"125",1695
"126",1853
"127",1866
"128",1935
"129",2017
"130",2117
"131",2168
"132",2152
"133",2305
"134",2508
"135",2600
"136",2632
"137",2744
"138",2793
"139",2933
"140",2954
"141",3161
"142",3250
"143",3541
"144",3405
"145",3529
"146",3626
"147",3897
"148",3841
"149",4068
"150",4154
"151",4381
"152",4428
"153",4568
"154",4594
"155",4699
"156",4882
"157",5008
"158",5100
"159",5309
"160",5290
"161",5465
"162",5621
"163",5706
"164",5797
"165",5871
"166",6030
"167",6117
"168",6220
"169",6289
"170",6501
"171",6611
"172",6740
"173",6608
"174",6825
"175",6838
"176",6959
"177",7100
"178",7375
"179",7297
"180",7481
"181",7522
"182",7520
"183",7672
"184",7773
"185",7877
"186",7902
"187",8060
"188",7990
"189",8031
"190",8070
"191",8252
"192",8332
"193",8226
"194",8449
"195",8411
"196",8468
"197",8399
"198",8294
"199",8502
"200",8609
"201",8416
"202",8511
"203",8652
"204",8483
"205",8701
