"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596385635394285,112150,887850,9,14.53
"2","Alaska",0.519641643987439,391772,608228,3,9
"3","Arizona",0.474776365757535,629447,370553,11,4.2
"4","Arkansas",0.694264217031144,4990,995010,6,15.58
"5","California",0.337141268133744,990868,9132,55,-12.96
"6","Colorado",0.442291594858502,866198,133802,9,-1.26
"7","Connecticut",0.41494870909931,903998,96002,7,-6.95
"8","Delaware",0.44338727035824,792440,207560,3,-7.14
"9","District of Columbia",0.110300261074184,1e+06,0,3,-42.87
"10","Florida",0.486601844187292,572148,427852,29,2.84
"11","Georgia",0.49846728308586,507314,492686,16,4.99
"12","Hawaii",0.357320663047778,982240,17760,4,-18.5
"13","Idaho",0.608174950424375,58884,941116,4,18.41
"14","Illinois",0.429124951640959,871941,128059,20,-7.29
"15","Indiana",0.559520949496513,228596,771404,11,9.6
"16","Iowa",0.550577574265769,188880,811120,6,3.35
"17","Kansas",0.564904057785322,205304,794696,6,11.64
"18","Kentucky",0.606525943452975,82177,917823,8,15.08
"19","Louisiana",0.594571487066315,108490,891510,8,12.17
"20","Maine",0.420599823394527,912210,87790,3,-2.89
"21","Maine CD-2",0.500387326071439,496892,503108,1,3.51
"22","Maryland",0.358273214073869,976508,23492,10,-12.25
"23","Massachusetts",0.363553470735864,985393,14607,11,-16.04
"24","Michigan",0.47008009362292,650427,349573,16,-0.3
"25","Minnesota",0.461684302922593,728522,271478,10,-0.85
"26","Mississippi",0.587804060122031,174637,825363,6,9.18
"27","Missouri",0.551656649479092,238511,761489,10,9.62
"28","Montana",0.551491675212432,229436,770564,3,9.76
"29","Nebraska",0.56867368227303,144159,855841,4,14.39
"30","Nebraska CD-2",0.506342454964927,463419,536581,1,3.26
"31","Nevada",0.462919575406361,687664,312336,6,0.12
"32","New Hampshire",0.462904534339811,685390,314610,4,-0.21
"33","New Jersey",0.410161276792343,910366,89634,14,-6.18
"34","New Mexico",0.458716301127105,696679,303321,5,-4.14
"35","New York",0.368527455603721,970664,29336,29,-11.53
"36","North Carolina",0.498279490646829,509443,490557,15,3.51
"37","North Dakota",0.584363501445507,74811,925189,3,17.04
"38","Ohio",0.499011994860296,504887,495113,18,4.55
"39","Oklahoma",0.619160049980555,60091,939909,7,19.38
"40","Oregon",0.434345062396693,920923,79077,7,-5.29
"41","Pennsylvania",0.475606357046859,631088,368912,20,0.6
"42","Rhode Island",0.425448583271201,856704,143296,4,-9.39
"43","South Carolina",0.506896029397896,464811,535189,9,8.67
"44","South Dakota",0.626862465802939,45889,954111,3,15.26
"45","Tennessee",0.618970024107731,66028,933972,11,13.93
"46","Texas",0.509480075513572,451728,548272,38,7.2
"47","Utah",0.583509953742458,88988,911012,6,16.94
"48","Vermont",0.383217010457384,950686,49314,3,-15.75
"49","Virginia",0.459879023783615,685877,314123,13,-1.13
"50","Washington",0.422078059935418,882321,117679,12,-7.44
"51","West Virginia",0.676338100685491,3646,996354,5,18.16
"52","Wisconsin",0.464806865240466,696456,303544,10,0.39
"53","Wyoming",0.684304597542941,4849,995151,3,24.64
