"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",1
"42",0
"43",0
"44",2
"45",0
"46",0
"47",1
"48",0
"49",2
"50",2
"51",1
"52",0
"53",0
"54",1
"55",3
"56",3
"57",2
"58",1
"59",3
"60",4
"61",8
"62",4
"63",9
"64",5
"65",5
"66",6
"67",14
"68",14
"69",12
"70",17
"71",13
"72",14
"73",16
"74",24
"75",28
"76",33
"77",36
"78",37
"79",46
"80",48
"81",51
"82",52
"83",61
"84",74
"85",74
"86",100
"87",96
"88",94
"89",129
"90",131
"91",135
"92",156
"93",176
"94",177
"95",218
"96",234
"97",233
"98",284
"99",281
"100",296
"101",356
"102",409
"103",329
"104",390
"105",426
"106",501
"107",488
"108",567
"109",600
"110",645
"111",660
"112",710
"113",719
"114",812
"115",863
"116",937
"117",1017
"118",998
"119",1066
"120",1066
"121",1141
"122",1265
"123",1299
"124",1343
"125",1409
"126",1452
"127",1519
"128",1623
"129",1671
"130",1803
"131",1813
"132",1877
"133",1937
"134",2082
"135",2161
"136",2319
"137",2414
"138",2445
"139",2500
"140",2583
"141",2744
"142",2817
"143",2946
"144",2999
"145",3042
"146",3161
"147",3409
"148",3235
"149",3535
"150",3541
"151",3773
"152",3920
"153",3970
"154",4016
"155",4267
"156",4207
"157",4329
"158",4525
"159",4552
"160",4719
"161",4739
"162",5041
"163",5060
"164",5186
"165",5272
"166",5278
"167",5475
"168",5651
"169",5697
"170",5552
"171",5877
"172",5897
"173",6113
"174",6231
"175",6427
"176",6440
"177",6528
"178",6675
"179",6874
"180",6892
"181",6944
"182",6908
"183",7244
"184",7281
"185",7428
"186",7464
"187",7292
"188",7561
"189",7479
"190",7491
"191",7651
"192",7958
"193",7843
"194",7976
"195",7842
"196",8165
"197",8172
"198",8108
"199",8158
"200",8215
"201",8192
"202",8279
"203",8359
"204",8003
"205",8364
"206",8402
