"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596224932961851,111251,888749,9,14.53
"2","Alaska",0.519807368474406,390273,609727,3,9
"3","Arizona",0.477327064611526,617319,382681,11,4.2
"4","Arkansas",0.694054014586482,4860,995140,6,15.58
"5","California",0.336989180096806,991184,8816,55,-12.96
"6","Colorado",0.44209297989936,869277,130723,9,-1.26
"7","Connecticut",0.414719016741489,906663,93337,7,-6.95
"8","Delaware",0.443329512652918,793139,206861,3,-7.14
"9","District of Columbia",0.110144407436062,1e+06,0,3,-42.87
"10","Florida",0.48584422845456,576242,423758,29,2.84
"11","Georgia",0.502918502758925,486366,513634,16,4.99
"12","Hawaii",0.357326215904224,982690,17310,4,-18.5
"13","Idaho",0.608066374867072,57499,942501,4,18.41
"14","Illinois",0.430889185206855,861245,138755,20,-7.29
"15","Indiana",0.559350939677939,227545,772455,11,9.6
"16","Iowa",0.512640221977728,410564,589436,6,3.35
"17","Kansas",0.550887996901682,257990,742010,6,11.64
"18","Kentucky",0.606417066889455,81397,918603,8,15.08
"19","Louisiana",0.59446536622993,107848,892152,8,12.17
"20","Maine",0.422194458288243,911878,88122,3,-2.89
"21","Maine CD-2",0.500321802226343,497991,502009,1,3.51
"22","Maryland",0.358224391216856,977556,22444,10,-12.25
"23","Massachusetts",0.363446604083002,986096,13904,11,-16.04
"24","Michigan",0.47011121069652,650841,349159,16,-0.3
"25","Minnesota",0.462881135284317,723669,276331,10,-0.85
"26","Mississippi",0.587766009787526,173744,826256,6,9.18
"27","Missouri",0.551564654398527,238066,761934,10,9.62
"28","Montana",0.551222659693332,230258,769742,3,9.76
"29","Nebraska",0.568727964057351,142032,857968,4,14.39
"30","Nebraska CD-2",0.506345046710569,463605,536395,1,3.26
"31","Nevada",0.469089945848274,658713,341287,6,0.12
"32","New Hampshire",0.453842972135608,729408,270592,4,-0.21
"33","New Jersey",0.409977168493725,912465,87535,14,-6.18
"34","New Mexico",0.458790196679609,696513,303487,5,-4.14
"35","New York",0.368336254590174,971246,28754,29,-11.53
"36","North Carolina",0.497839647523291,512795,487205,15,3.51
"37","North Dakota",0.584684517243668,72813,927187,3,17.04
"38","Ohio",0.506032702347641,469506,530494,18,4.55
"39","Oklahoma",0.619101278451902,59516,940484,7,19.38
"40","Oregon",0.43429529309882,923875,76125,7,-5.29
"41","Pennsylvania",0.474804014411635,635858,364142,20,0.6
"42","Rhode Island",0.425448321772069,858333,141667,4,-9.39
"43","South Carolina",0.517794860889783,408538,591462,9,8.67
"44","South Dakota",0.626996914268777,44903,955097,3,15.26
"45","Tennessee",0.618817007684437,64957,935043,11,13.93
"46","Texas",0.509456703967857,452056,547944,38,7.2
"47","Utah",0.583551676520106,87547,912453,6,16.94
"48","Vermont",0.383235870151897,951348,48652,3,-15.75
"49","Virginia",0.459682848740891,687688,312312,13,-1.13
"50","Washington",0.421969871854654,884496,115504,12,-7.44
"51","West Virginia",0.676146573160733,3444,996556,5,18.16
"52","Wisconsin",0.465754917790688,693106,306894,10,0.39
"53","Wyoming",0.684110294886902,4789,995211,3,24.64
