"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",1
"46",0
"47",0
"48",0
"49",1
"50",0
"51",1
"52",1
"53",0
"54",1
"55",3
"56",2
"57",1
"58",0
"59",4
"60",2
"61",2
"62",6
"63",3
"64",6
"65",11
"66",10
"67",8
"68",16
"69",10
"70",17
"71",14
"72",18
"73",19
"74",27
"75",34
"76",25
"77",28
"78",46
"79",55
"80",46
"81",56
"82",77
"83",81
"84",79
"85",77
"86",89
"87",111
"88",119
"89",154
"90",139
"91",168
"92",177
"93",180
"94",207
"95",238
"96",235
"97",281
"98",273
"99",319
"100",325
"101",362
"102",400
"103",465
"104",517
"105",497
"106",556
"107",607
"108",657
"109",714
"110",764
"111",848
"112",856
"113",960
"114",960
"115",1007
"116",1106
"117",1114
"118",1203
"119",1365
"120",1323
"121",1415
"122",1529
"123",1584
"124",1598
"125",1764
"126",1788
"127",1860
"128",2020
"129",2119
"130",2133
"131",2250
"132",2374
"133",2514
"134",2532
"135",2647
"136",2730
"137",2865
"138",2960
"139",3053
"140",3238
"141",3384
"142",3515
"143",3495
"144",3760
"145",3733
"146",3799
"147",4081
"148",4124
"149",4372
"150",4171
"151",4472
"152",4681
"153",4781
"154",4779
"155",4895
"156",5246
"157",5224
"158",5403
"159",5578
"160",5747
"161",5745
"162",5956
"163",6107
"164",6081
"165",6199
"166",6309
"167",6426
"168",6423
"169",6820
"170",6947
"171",6959
"172",7004
"173",7078
"174",7352
"175",7266
"176",7479
"177",7651
"178",7725
"179",7834
"180",7874
"181",7899
"182",7988
"183",7973
"184",8070
"185",8364
"186",8283
"187",8405
"188",8594
"189",8553
"190",8498
"191",8575
"192",8791
"193",8826
"194",8589
"195",8879
"196",8983
"197",8860
"198",8903
"199",8947
"200",8988
"201",9027
"202",8890
"203",8859
"204",8889
"205",8969
