"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",1
"44",0
"45",0
"46",1
"47",1
"48",0
"49",0
"50",0
"51",0
"52",0
"53",2
"54",3
"55",1
"56",1
"57",4
"58",2
"59",3
"60",3
"61",7
"62",5
"63",12
"64",5
"65",12
"66",6
"67",13
"68",15
"69",10
"70",13
"71",17
"72",18
"73",28
"74",22
"75",28
"76",31
"77",44
"78",36
"79",38
"80",61
"81",62
"82",69
"83",66
"84",80
"85",83
"86",104
"87",117
"88",112
"89",132
"90",143
"91",148
"92",172
"93",195
"94",207
"95",239
"96",258
"97",262
"98",276
"99",292
"100",338
"101",364
"102",377
"103",406
"104",419
"105",477
"106",501
"107",533
"108",554
"109",632
"110",704
"111",705
"112",725
"113",758
"114",829
"115",906
"116",937
"117",973
"118",1074
"119",1103
"120",1102
"121",1244
"122",1304
"123",1333
"124",1434
"125",1483
"126",1626
"127",1611
"128",1726
"129",1785
"130",1840
"131",1991
"132",2096
"133",2194
"134",2188
"135",2268
"136",2373
"137",2406
"138",2531
"139",2700
"140",2709
"141",2883
"142",2872
"143",3054
"144",3135
"145",3205
"146",3333
"147",3666
"148",3696
"149",3671
"150",3817
"151",3881
"152",4034
"153",4131
"154",4227
"155",4300
"156",4428
"157",4618
"158",4753
"159",4793
"160",4935
"161",5045
"162",5129
"163",5246
"164",5354
"165",5593
"166",5567
"167",5596
"168",5704
"169",5876
"170",5886
"171",6162
"172",6289
"173",6304
"174",6586
"175",6534
"176",6687
"177",6629
"178",6877
"179",6781
"180",7167
"181",7049
"182",7133
"183",7343
"184",7449
"185",7469
"186",7458
"187",7620
"188",7639
"189",7658
"190",7611
"191",7835
"192",7862
"193",7938
"194",8066
"195",7910
"196",8012
"197",8088
"198",8070
"199",8060
"200",8240
"201",8205
"202",8262
"203",8354
"204",8337
"205",8245
"206",8323
