"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.619356566107122,52670,947330,9,14.53
"2","Alaska",0.520842958103227,369846,630154,3,9
"3","Arizona",0.48391663534337,590806,409194,11,4.2
"4","Arkansas",0.669063821018499,9117,990883,6,15.58
"5","California",0.359311915046972,993999,6001,55,-12.96
"6","Colorado",0.43973604820756,927397,72603,9,-1.26
"7","Connecticut",0.414892010278812,929522,70478,7,-6.95
"8","Delaware",0.443265071923577,817317,182683,3,-7.14
"9","District of Columbia",0.110362641526741,1e+06,0,3,-42.87
"10","Florida",0.48736928310194,573825,426175,29,2.84
"11","Georgia",0.498769201863579,506215,493785,16,4.99
"12","Hawaii",0.349592984622353,992073,7927,4,-18.5
"13","Idaho",0.60822930112001,41186,958814,4,18.41
"14","Illinois",0.431006007368674,888485,111515,20,-7.29
"15","Indiana",0.553733550825256,235646,764354,11,9.6
"16","Iowa",0.501537555219975,487183,512817,6,3.35
"17","Kansas",0.554982483653782,219054,780946,6,11.64
"18","Kentucky",0.602114213126418,72762,927238,8,15.08
"19","Louisiana",0.615792365655761,44557,955443,8,12.17
"20","Maine",0.420498120197735,948485,51515,3,-2.89
"21","Maine CD-2",0.502451940606579,480489,519511,1,3.51
"22","Maryland",0.358103801785126,987684,12316,10,-12.25
"23","Massachusetts",0.363544681436606,993649,6351,11,-16.04
"24","Michigan",0.461285024536345,705223,294777,16,-0.3
"25","Minnesota",0.462989181684651,748873,251127,10,-0.85
"26","Mississippi",0.587651884863989,156962,843038,6,9.18
"27","Missouri",0.54052810674787,268554,731446,10,9.62
"28","Montana",0.539516577146613,256111,743889,3,9.76
"29","Nebraska",0.568774215346586,114610,885390,4,14.39
"30","Nebraska CD-2",0.481161796469236,625771,374229,1,3.26
"31","Nevada",0.469060255619242,673832,326168,6,0.12
"32","New Hampshire",0.452417426631748,753282,246718,4,-0.21
"33","New Jersey",0.408164696315364,948751,51249,14,-6.18
"34","New Mexico",0.444777399081636,775878,224122,5,-4.14
"35","New York",0.358178729297895,983779,16221,29,-11.53
"36","North Carolina",0.492689898635337,546422,453578,15,3.51
"37","North Dakota",0.584713149000753,45970,954030,3,17.04
"38","Ohio",0.508838712079393,450805,549195,18,4.55
"39","Oklahoma",0.61384173066812,45301,954699,7,19.38
"40","Oregon",0.427086848123891,991301,8699,7,-5.29
"41","Pennsylvania",0.472246952199024,661827,338173,20,0.6
"42","Rhode Island",0.425475334133681,881470,118530,4,-9.39
"43","South Carolina",0.526235331175621,355739,644261,9,8.67
"44","South Dakota",0.60163903592085,78175,921825,3,15.26
"45","Tennessee",0.618894900372865,51510,948490,11,13.93
"46","Texas",0.505145710458402,472221,527779,38,7.2
"47","Utah",0.570859648184164,91675,908325,6,16.94
"48","Vermont",0.383347068012085,965535,34465,3,-15.75
"49","Virginia",0.451079055632682,745705,254295,13,-1.13
"50","Washington",0.406165190042289,954952,45048,12,-7.44
"51","West Virginia",0.638395457287441,13729,986271,5,18.16
"52","Wisconsin",0.467501840181199,702096,297904,10,0.39
"53","Wyoming",0.684290026292812,2148,997852,3,24.64
