"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596210919633439,113356,886644,9,14.53
"2","Alaska",0.527777687727044,343035,656965,3,9
"3","Arizona",0.474846555048998,628791,371209,11,4.2
"4","Arkansas",0.694290948455518,5146,994854,6,15.58
"5","California",0.33275139106823,995095,4905,55,-12.96
"6","Colorado",0.442291679553743,863257,136743,9,-1.26
"7","Connecticut",0.414838393303712,902537,97463,7,-6.95
"8","Delaware",0.443346992561477,790791,209209,3,-7.14
"9","District of Columbia",0.110273937923402,1e+06,0,3,-42.87
"10","Florida",0.486677505853659,571502,428498,29,2.84
"11","Georgia",0.505611229794899,474204,525796,16,4.99
"12","Hawaii",0.357363772530562,981714,18286,4,-18.5
"13","Idaho",0.608245093465736,59705,940295,4,18.41
"14","Illinois",0.429055525572859,870188,129812,20,-7.29
"15","Indiana",0.559497135719983,228906,771094,11,9.6
"16","Iowa",0.55076378047903,189953,810047,6,3.35
"17","Kansas",0.564877624381399,206089,793911,6,11.64
"18","Kentucky",0.620208463206708,59232,940768,8,15.08
"19","Louisiana",0.594448926934917,109602,890398,8,12.17
"20","Maine",0.508789262410361,441110,558890,3,-2.89
"21","Maine CD-2",0.548209033741197,204241,795759,1,3.51
"22","Maryland",0.358143076429364,976057,23943,10,-12.25
"23","Massachusetts",0.363620812230189,984920,15080,11,-16.04
"24","Michigan",0.469097413190114,654340,345660,16,-0.3
"25","Minnesota",0.45994540703263,734217,265783,10,-0.85
"26","Mississippi",0.587817689328983,175269,824731,6,9.18
"27","Missouri",0.551685119794418,239417,760583,10,9.62
"28","Montana",0.551564766084541,230948,769052,3,9.76
"29","Nebraska",0.568687769177351,144836,855164,4,14.39
"30","Nebraska CD-2",0.50645665193424,463426,536574,1,3.26
"31","Nevada",0.468371033435657,660013,339987,6,0.12
"32","New Hampshire",0.462937632752135,684918,315082,4,-0.21
"33","New Jersey",0.410012135026255,909457,90543,14,-6.18
"34","New Mexico",0.458787293332692,695776,304224,5,-4.14
"35","New York",0.368430533265873,970101,29899,29,-11.53
"36","North Carolina",0.497985861502566,511148,488852,15,3.51
"37","North Dakota",0.584343165454274,76754,923246,3,17.04
"38","Ohio",0.509267834851283,452974,547026,18,4.55
"39","Oklahoma",0.619140976984933,61051,938949,7,19.38
"40","Oregon",0.434396372026649,917909,82091,7,-5.29
"41","Pennsylvania",0.475404920964153,631223,368777,20,0.6
"42","Rhode Island",0.425380463334711,855865,144135,4,-9.39
"43","South Carolina",0.47698074235023,616114,383886,9,8.67
"44","South Dakota",0.627019588440068,46522,953478,3,15.26
"45","Tennessee",0.618837472648801,66997,933003,11,13.93
"46","Texas",0.498671952403057,506947,493053,38,7.2
"47","Utah",0.583562996951918,90809,909191,6,16.94
"48","Vermont",0.383310647968364,949504,50496,3,-15.75
"49","Virginia",0.459722154640657,686314,313686,13,-1.13
"50","Washington",0.422101565026073,881159,118841,12,-7.44
"51","West Virginia",0.676350269645098,3848,996152,5,18.16
"52","Wisconsin",0.46513940353126,693956,306044,10,0.39
"53","Wyoming",0.684178313487815,5083,994917,3,24.64
