"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",1
"38",0
"39",0
"40",0
"41",0
"42",0
"43",2
"44",1
"45",1
"46",1
"47",0
"48",0
"49",1
"50",0
"51",4
"52",2
"53",2
"54",2
"55",4
"56",3
"57",6
"58",2
"59",5
"60",2
"61",8
"62",6
"63",5
"64",7
"65",9
"66",10
"67",9
"68",13
"69",22
"70",13
"71",18
"72",21
"73",30
"74",34
"75",35
"76",37
"77",41
"78",53
"79",52
"80",68
"81",77
"82",83
"83",96
"84",98
"85",107
"86",96
"87",134
"88",137
"89",144
"90",150
"91",141
"92",190
"93",222
"94",243
"95",271
"96",252
"97",287
"98",328
"99",322
"100",369
"101",337
"102",403
"103",440
"104",445
"105",499
"106",535
"107",571
"108",591
"109",639
"110",744
"111",738
"112",782
"113",809
"114",920
"115",932
"116",1042
"117",1047
"118",1078
"119",1176
"120",1216
"121",1270
"122",1360
"123",1363
"124",1431
"125",1519
"126",1672
"127",1649
"128",1693
"129",1783
"130",1879
"131",2000
"132",2035
"133",2102
"134",2254
"135",2325
"136",2409
"137",2425
"138",2589
"139",2760
"140",2831
"141",2884
"142",2985
"143",3067
"144",3158
"145",3141
"146",3341
"147",3494
"148",3697
"149",3633
"150",3817
"151",3868
"152",3996
"153",4038
"154",4201
"155",4393
"156",4541
"157",4487
"158",4678
"159",4833
"160",4862
"161",5093
"162",5135
"163",5246
"164",5474
"165",5463
"166",5427
"167",5671
"168",5775
"169",5934
"170",5991
"171",6051
"172",6166
"173",6315
"174",6279
"175",6437
"176",6657
"177",6692
"178",6601
"179",7013
"180",7022
"181",7061
"182",7194
"183",7304
"184",7177
"185",7350
"186",7290
"187",7520
"188",7462
"189",7684
"190",7651
"191",7773
"192",7673
"193",8069
"194",8049
"195",7906
"196",8120
"197",8119
"198",8175
"199",8383
"200",8307
"201",8153
"202",8263
"203",8490
"204",8511
"205",8429
