"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",1
"46",0
"47",2
"48",0
"49",0
"50",0
"51",2
"52",1
"53",0
"54",3
"55",2
"56",2
"57",3
"58",4
"59",4
"60",3
"61",7
"62",4
"63",10
"64",7
"65",7
"66",9
"67",13
"68",21
"69",13
"70",11
"71",20
"72",23
"73",27
"74",39
"75",34
"76",30
"77",38
"78",54
"79",58
"80",65
"81",50
"82",78
"83",65
"84",72
"85",84
"86",111
"87",119
"88",124
"89",142
"90",144
"91",144
"92",192
"93",199
"94",213
"95",230
"96",265
"97",259
"98",278
"99",331
"100",325
"101",371
"102",378
"103",428
"104",475
"105",487
"106",529
"107",527
"108",537
"109",622
"110",673
"111",717
"112",776
"113",863
"114",879
"115",869
"116",1007
"117",986
"118",1042
"119",1150
"120",1232
"121",1234
"122",1363
"123",1397
"124",1452
"125",1447
"126",1587
"127",1672
"128",1691
"129",1873
"130",2009
"131",2060
"132",2020
"133",2177
"134",2275
"135",2307
"136",2495
"137",2411
"138",2576
"139",2832
"140",2814
"141",2904
"142",3019
"143",3126
"144",3196
"145",3337
"146",3385
"147",3569
"148",3630
"149",3757
"150",3822
"151",4002
"152",4059
"153",4193
"154",4278
"155",4445
"156",4550
"157",4554
"158",4886
"159",4754
"160",5046
"161",5054
"162",5211
"163",5263
"164",5458
"165",5424
"166",5604
"167",5725
"168",5848
"169",5951
"170",6113
"171",6130
"172",6290
"173",6618
"174",6354
"175",6582
"176",6816
"177",6807
"178",6941
"179",6951
"180",7035
"181",7108
"182",7216
"183",7220
"184",7443
"185",7464
"186",7556
"187",7644
"188",7744
"189",7692
"190",7883
"191",7967
"192",8023
"193",7941
"194",8105
"195",8116
"196",8011
"197",8276
"198",8375
"199",8364
"200",8212
"201",8426
"202",8340
"203",8400
"204",8325
"205",8400
"206",8367
