"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.619439114431833,56008,943992,9,14.53
"2","Alaska",0.520729093269558,374402,625598,3,9
"3","Arizona",0.481171455702405,603737,396263,11,4.2
"4","Arkansas",0.668976845812466,10325,989675,6,15.58
"5","California",0.353511876518401,992802,7198,55,-12.96
"6","Colorado",0.44157105582189,907217,92783,9,-1.26
"7","Connecticut",0.414830687885614,922998,77002,7,-6.95
"8","Delaware",0.443358182631245,810264,189736,3,-7.14
"9","District of Columbia",0.11037387535934,1e+06,0,3,-42.87
"10","Florida",0.492227032976865,544487,455513,29,2.84
"11","Georgia",0.497088679462865,514531,485469,16,4.99
"12","Hawaii",0.349549019191934,990404,9596,4,-18.5
"13","Idaho",0.608261454358117,45343,954657,4,18.41
"14","Illinois",0.430950651242703,880625,119375,20,-7.29
"15","Indiana",0.554000416816073,239012,760988,11,9.6
"16","Iowa",0.504944388192498,460534,539466,6,3.35
"17","Kansas",0.549951048735222,245194,754806,6,11.64
"18","Kentucky",0.602164660595394,77315,922685,8,15.08
"19","Louisiana",0.615851518493653,48644,951356,8,12.17
"20","Maine",0.420372094852454,940621,59379,3,-2.89
"21","Maine CD-2",0.502417308151576,481063,518937,1,3.51
"22","Maryland",0.358171224087482,985064,14936,10,-12.25
"23","Massachusetts",0.363598784240488,991710,8290,11,-16.04
"24","Michigan",0.466310938663643,677793,322207,16,-0.3
"25","Minnesota",0.46499468862937,730165,269835,10,-0.85
"26","Mississippi",0.587798762577667,160368,839632,6,9.18
"27","Missouri",0.540494146146317,273625,726375,10,9.62
"28","Montana",0.547305182161787,224780,775220,3,9.76
"29","Nebraska",0.568877326448277,121782,878218,4,14.39
"30","Nebraska CD-2",0.481149076161231,621502,378498,1,3.26
"31","Nevada",0.470894355291896,660407,339593,6,0.12
"32","New Hampshire",0.452395581260792,748420,251580,4,-0.21
"33","New Jersey",0.408125174388018,942514,57486,14,-6.18
"34","New Mexico",0.449255162501701,751416,248584,5,-4.14
"35","New York",0.35822874102221,981614,18386,29,-11.53
"36","North Carolina",0.487812347035606,575196,424804,15,3.51
"37","North Dakota",0.584717624648351,52917,947083,3,17.04
"38","Ohio",0.504236972160824,476981,523019,18,4.55
"39","Oklahoma",0.619184167610621,49018,950982,7,19.38
"40","Oregon",0.427075007001436,983869,16131,7,-5.29
"41","Pennsylvania",0.487162092083824,574100,425900,20,0.6
"42","Rhode Island",0.425465455137786,874898,125102,4,-9.39
"43","South Carolina",0.525974795329002,359339,640661,9,8.67
"44","South Dakota",0.626943882934466,35790,964210,3,15.26
"45","Tennessee",0.618858507435764,55368,944632,11,13.93
"46","Texas",0.507392123051828,459873,540127,38,7.2
"47","Utah",0.574238686754679,98708,901292,6,16.94
"48","Vermont",0.383194894020836,962227,37773,3,-15.75
"49","Virginia",0.452150428113711,735533,264467,13,-1.13
"50","Washington",0.40620442547415,949182,50818,12,-7.44
"51","West Virginia",0.638443284238403,15987,984013,5,18.16
"52","Wisconsin",0.487023162888318,581636,418364,10,0.39
"53","Wyoming",0.684173185923844,2778,997222,3,24.64
