"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.613975835245796,47017,952983,9,14.53
"2","Alaska",0.526534069541809,325184,674816,3,9
"3","Arizona",0.490863607407755,554829,445171,11,4.2
"4","Arkansas",0.665996592445557,7880,992120,6,15.58
"5","California",0.336614197776435,999379,621,55,-12.96
"6","Colorado",0.439424365818545,955711,44289,9,-1.26
"7","Connecticut",0.414947164136461,942719,57281,7,-6.95
"8","Delaware",0.443304807691764,831172,168828,3,-7.14
"9","District of Columbia",0.110241913150173,1e+06,0,3,-42.87
"10","Florida",0.486872733311421,581178,418822,29,2.84
"11","Georgia",0.497717637679935,512035,487965,16,4.99
"12","Hawaii",0.349529035085065,994920,5080,4,-18.5
"13","Idaho",0.60822998283805,31815,968185,4,18.41
"14","Illinois",0.429271878400058,913129,86871,20,-7.29
"15","Indiana",0.555388068169309,214346,785654,11,9.6
"16","Iowa",0.505115326353691,451832,548168,6,3.35
"17","Kansas",0.556390437082698,202505,797495,6,11.64
"18","Kentucky",0.602102115185895,63699,936301,8,15.08
"19","Louisiana",0.613424301608943,36921,963079,8,12.17
"20","Maine",0.422384686918482,963614,36386,3,-2.89
"21","Maine CD-2",0.49759435481451,521724,478276,1,3.51
"22","Maryland",0.361875258453796,990478,9522,10,-12.25
"23","Massachusetts",0.350254857197699,998805,1195,11,-16.04
"24","Michigan",0.46870215692726,676577,323423,16,-0.3
"25","Minnesota",0.463055810590592,766853,233147,10,-0.85
"26","Mississippi",0.580901141135877,163261,836739,6,9.18
"27","Missouri",0.540106462375664,258755,741245,10,9.62
"28","Montana",0.539054255652713,243568,756432,3,9.76
"29","Nebraska",0.568725083694583,97675,902325,4,14.39
"30","Nebraska CD-2",0.484936576478317,609030,390970,1,3.26
"31","Nevada",0.47252774261852,664167,335833,6,0.12
"32","New Hampshire",0.449638327888441,776330,223670,4,-0.21
"33","New Jersey",0.404041887158503,968992,31008,14,-6.18
"34","New Mexico",0.444205045277576,790032,209968,5,-4.14
"35","New York",0.357564897104223,990186,9814,29,-11.53
"36","North Carolina",0.491533369204008,557229,442771,15,3.51
"37","North Dakota",0.584732643841972,31348,968652,3,17.04
"38","Ohio",0.507255603988203,457370,542630,18,4.55
"39","Oklahoma",0.613809215334676,37580,962420,7,19.38
"40","Oregon",0.427091925637962,999499,501,7,-5.29
"41","Pennsylvania",0.48024861839071,623209,376791,20,0.6
"42","Rhode Island",0.425394474948831,895416,104584,4,-9.39
"43","South Carolina",0.527749366768013,339936,660064,9,8.67
"44","South Dakota",0.601588599997935,69250,930750,3,15.26
"45","Tennessee",0.618841015302245,44471,955529,11,13.93
"46","Texas",0.505522290284889,468645,531355,38,7.2
"47","Utah",0.565210913126501,90153,909847,6,16.94
"48","Vermont",0.373733626387174,982952,17048,3,-15.75
"49","Virginia",0.448343502172727,766956,233044,13,-1.13
"50","Washington",0.406153849290522,966458,33542,12,-7.44
"51","West Virginia",0.638453188529755,9592,990408,5,18.16
"52","Wisconsin",0.466786422294689,717876,282124,10,0.39
"53","Wyoming",0.684208337268617,1275,998725,3,24.64
