"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",1
"44",0
"45",0
"46",0
"47",0
"48",1
"49",0
"50",0
"51",0
"52",2
"53",1
"54",0
"55",0
"56",0
"57",4
"58",1
"59",2
"60",5
"61",3
"62",3
"63",7
"64",4
"65",4
"66",10
"67",9
"68",7
"69",13
"70",16
"71",13
"72",24
"73",22
"74",21
"75",39
"76",30
"77",39
"78",52
"79",47
"80",48
"81",57
"82",62
"83",65
"84",78
"85",80
"86",108
"87",124
"88",128
"89",153
"90",159
"91",160
"92",187
"93",206
"94",208
"95",238
"96",261
"97",262
"98",310
"99",333
"100",346
"101",417
"102",438
"103",446
"104",482
"105",526
"106",558
"107",603
"108",673
"109",637
"110",698
"111",777
"112",865
"113",912
"114",993
"115",1019
"116",1049
"117",1135
"118",1151
"119",1310
"120",1278
"121",1368
"122",1449
"123",1612
"124",1532
"125",1746
"126",1811
"127",1923
"128",1920
"129",1994
"130",2161
"131",2148
"132",2314
"133",2420
"134",2451
"135",2591
"136",2700
"137",2831
"138",2855
"139",2897
"140",3249
"141",3199
"142",3314
"143",3218
"144",3573
"145",3635
"146",3840
"147",3876
"148",4092
"149",4206
"150",4313
"151",4415
"152",4424
"153",4606
"154",4762
"155",4843
"156",5060
"157",5131
"158",5187
"159",5375
"160",5541
"161",5674
"162",5542
"163",5905
"164",5873
"165",6084
"166",6065
"167",6268
"168",6378
"169",6525
"170",6608
"171",6689
"172",6998
"173",6851
"174",6860
"175",7032
"176",7250
"177",7238
"178",7437
"179",7413
"180",7646
"181",7666
"182",7637
"183",7582
"184",7943
"185",7980
"186",8230
"187",8042
"188",8266
"189",8181
"190",8372
"191",8281
"192",8492
"193",8537
"194",8649
"195",8712
"196",8706
"197",8649
"198",8569
"199",8774
"200",8672
"201",8859
"202",8503
"203",8878
"204",8640
"205",9013
