"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596352785331589,103073,896927,9,14.53
"2","Alaska",0.519694477984923,383425,616575,3,9
"3","Arizona",0.480984666733086,602593,397407,11,4.2
"4","Arkansas",0.694148749034647,3657,996343,6,15.58
"5","California",0.341740703402327,994155,5845,55,-12.96
"6","Colorado",0.439860880168201,900610,99390,9,-1.26
"7","Connecticut",0.414815175531136,916931,83069,7,-6.95
"8","Delaware",0.443253817951353,804436,195564,3,-7.14
"9","District of Columbia",0.110345579176866,1e+06,0,3,-42.87
"10","Florida",0.48544120686049,581263,418737,29,2.84
"11","Georgia",0.496598203130063,516562,483438,16,4.99
"12","Hawaii",0.357304692510235,986712,13288,4,-18.5
"13","Idaho",0.608165532168314,49547,950453,4,18.41
"14","Illinois",0.430969928967464,873402,126598,20,-7.29
"15","Indiana",0.554018569457603,242518,757482,11,9.6
"16","Iowa",0.504928091261394,462080,537920,6,3.35
"17","Kansas",0.549869888235793,250404,749596,6,11.64
"18","Kentucky",0.606446236035597,74243,925757,8,15.08
"19","Louisiana",0.61595687911716,53188,946812,8,12.17
"20","Maine",0.420372550640286,932712,67288,3,-2.89
"21","Maine CD-2",0.502284017525351,483231,516769,1,3.51
"22","Maryland",0.358277854235914,982546,17454,10,-12.25
"23","Massachusetts",0.363539079921727,989911,10089,11,-16.04
"24","Michigan",0.468350737854677,664056,335944,16,-0.3
"25","Minnesota",0.463504857418359,731472,268528,10,-0.85
"26","Mississippi",0.587855333193,165342,834658,6,9.18
"27","Missouri",0.542165324547217,270723,729277,10,9.62
"28","Montana",0.547270692624703,231655,768345,3,9.76
"29","Nebraska",0.568601189586694,129886,870114,4,14.39
"30","Nebraska CD-2",0.481086243370918,619020,380980,1,3.26
"31","Nevada",0.470775877950125,657600,342400,6,0.12
"32","New Hampshire",0.452296949142215,744415,255585,4,-0.21
"33","New Jersey",0.411504017677732,927459,72541,14,-6.18
"34","New Mexico",0.449241537403148,746612,253388,5,-4.14
"35","New York",0.358085290026828,979280,20720,29,-11.53
"36","North Carolina",0.49301997770331,541975,458025,15,3.51
"37","North Dakota",0.5847523796774,60445,939555,3,17.04
"38","Ohio",0.507737711044713,458294,541706,18,4.55
"39","Oklahoma",0.619252925485025,52738,947262,7,19.38
"40","Oregon",0.427063089090097,975063,24937,7,-5.29
"41","Pennsylvania",0.472015849949543,655509,344491,20,0.6
"42","Rhode Island",0.425459702415572,868251,131749,4,-9.39
"43","South Carolina",0.526133353637928,362169,637831,9,8.67
"44","South Dakota",0.626903913321211,39379,960621,3,15.26
"45","Tennessee",0.618823036895983,59275,940725,11,13.93
"46","Texas",0.50815437949285,457339,542661,38,7.2
"47","Utah",0.574182748463438,105846,894154,6,16.94
"48","Vermont",0.383199187370509,958660,41340,3,-15.75
"49","Virginia",0.453429951678659,724964,275036,13,-1.13
"50","Washington",0.413015736955213,926967,73033,12,-7.44
"51","West Virginia",0.638361546923669,18274,981726,5,18.16
"52","Wisconsin",0.476714657861081,639393,360607,10,0.39
"53","Wyoming",0.684152802726831,3378,996622,3,24.64
