"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",1
"39",0
"40",0
"41",2
"42",0
"43",2
"44",1
"45",1
"46",3
"47",0
"48",1
"49",1
"50",1
"51",3
"52",2
"53",3
"54",5
"55",1
"56",3
"57",4
"58",5
"59",9
"60",5
"61",5
"62",7
"63",9
"64",12
"65",19
"66",15
"67",18
"68",23
"69",21
"70",25
"71",30
"72",38
"73",34
"74",42
"75",36
"76",42
"77",47
"78",57
"79",67
"80",90
"81",96
"82",95
"83",106
"84",126
"85",111
"86",139
"87",164
"88",168
"89",217
"90",216
"91",236
"92",211
"93",289
"94",289
"95",333
"96",378
"97",350
"98",386
"99",416
"100",465
"101",478
"102",527
"103",573
"104",587
"105",682
"106",666
"107",723
"108",799
"109",901
"110",900
"111",974
"112",991
"113",1052
"114",1131
"115",1142
"116",1197
"117",1267
"118",1370
"119",1476
"120",1488
"121",1500
"122",1587
"123",1753
"124",1854
"125",1911
"126",1982
"127",1977
"128",1971
"129",2248
"130",2229
"131",2366
"132",2426
"133",2562
"134",2666
"135",2765
"136",2903
"137",3047
"138",3139
"139",3137
"140",3404
"141",3415
"142",3517
"143",3661
"144",3826
"145",3787
"146",3974
"147",4071
"148",4292
"149",4347
"150",4458
"151",4650
"152",4672
"153",4660
"154",4754
"155",4993
"156",5083
"157",5054
"158",5301
"159",5288
"160",5545
"161",5603
"162",5806
"163",5746
"164",5956
"165",6184
"166",6075
"167",6329
"168",6367
"169",6503
"170",6538
"171",6786
"172",6723
"173",6973
"174",7004
"175",7120
"176",7290
"177",7325
"178",7281
"179",7386
"180",7656
"181",7520
"182",7666
"183",7771
"184",7853
"185",7843
"186",7935
"187",8110
"188",8113
"189",8049
"190",8230
"191",8256
"192",8399
"193",8330
"194",8359
"195",8556
"196",8424
"197",8446
"198",8522
"199",8567
"200",8524
"201",8592
"202",8658
"203",8448
"204",8343
"205",8602
