"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",1
"38",0
"39",0
"40",1
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",1
"48",0
"49",1
"50",0
"51",3
"52",2
"53",3
"54",0
"55",2
"56",6
"57",2
"58",2
"59",2
"60",3
"61",4
"62",10
"63",7
"64",11
"65",9
"66",19
"67",12
"68",16
"69",19
"70",20
"71",26
"72",23
"73",22
"74",36
"75",39
"76",31
"77",52
"78",54
"79",56
"80",65
"81",71
"82",71
"83",99
"84",95
"85",103
"86",127
"87",110
"88",123
"89",181
"90",152
"91",185
"92",183
"93",227
"94",236
"95",280
"96",282
"97",315
"98",367
"99",391
"100",419
"101",441
"102",445
"103",542
"104",501
"105",603
"106",576
"107",684
"108",660
"109",714
"110",702
"111",774
"112",777
"113",927
"114",972
"115",1013
"116",1059
"117",1091
"118",1243
"119",1312
"120",1261
"121",1419
"122",1509
"123",1501
"124",1596
"125",1654
"126",1737
"127",1883
"128",1895
"129",1944
"130",2112
"131",2137
"132",2244
"133",2399
"134",2374
"135",2552
"136",2564
"137",2635
"138",2862
"139",2840
"140",2941
"141",3252
"142",3264
"143",3380
"144",3407
"145",3648
"146",3638
"147",3821
"148",3845
"149",4007
"150",4066
"151",4261
"152",4449
"153",4346
"154",4512
"155",4688
"156",4742
"157",4964
"158",4891
"159",4991
"160",5267
"161",5282
"162",5471
"163",5601
"164",5664
"165",6009
"166",5828
"167",6109
"168",6114
"169",6125
"170",6395
"171",6416
"172",6559
"173",6562
"174",6897
"175",7023
"176",7028
"177",7180
"178",7236
"179",7330
"180",7315
"181",7557
"182",7496
"183",7622
"184",7584
"185",7905
"186",7894
"187",8026
"188",8019
"189",7936
"190",8109
"191",8239
"192",8351
"193",8212
"194",8441
"195",8445
"196",8389
"197",8491
"198",8615
"199",8735
"200",8502
"201",8523
"202",8568
"203",8582
"204",8630
"205",8359
