"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596358511987348,102469,897531,9,14.53
"2","Alaska",0.519638000783897,383412,616588,3,9
"3","Arizona",0.481030948639311,602881,397119,11,4.2
"4","Arkansas",0.694264810705127,3400,996600,6,15.58
"5","California",0.341890367811152,994325,5675,55,-12.96
"6","Colorado",0.439741398984834,903583,96417,9,-1.26
"7","Connecticut",0.414913524476045,917459,82541,7,-6.95
"8","Delaware",0.443423967904061,804740,195260,3,-7.14
"9","District of Columbia",0.110228705650888,1e+06,0,3,-42.87
"10","Florida",0.490842912081651,551826,448174,29,2.84
"11","Georgia",0.499462199417462,502880,497120,16,4.99
"12","Hawaii",0.357267311711481,987465,12535,4,-18.5
"13","Idaho",0.60819216035818,48472,951528,4,18.41
"14","Illinois",0.430849695261517,875178,124822,20,-7.29
"15","Indiana",0.553779784642455,242629,757371,11,9.6
"16","Iowa",0.504929300570525,461052,538948,6,3.35
"17","Kansas",0.549972163609365,249397,750603,6,11.64
"18","Kentucky",0.606498828025765,72845,927155,8,15.08
"19","Louisiana",0.615968409939685,52083,947917,8,12.17
"20","Maine",0.420518995125759,934023,65977,3,-2.89
"21","Maine CD-2",0.50247137695082,481337,518663,1,3.51
"22","Maryland",0.358277566998227,983087,16913,10,-12.25
"23","Massachusetts",0.363602037955327,990273,9727,11,-16.04
"24","Michigan",0.46831771278965,665130,334870,16,-0.3
"25","Minnesota",0.463521707165935,732563,267437,10,-0.85
"26","Mississippi",0.58782123385793,164490,835510,6,9.18
"27","Missouri",0.542163661581698,268814,731186,10,9.62
"28","Montana",0.547376463573295,229208,770792,3,9.76
"29","Nebraska",0.568774016750498,127968,872032,4,14.39
"30","Nebraska CD-2",0.481166514893222,619790,380210,1,3.26
"31","Nevada",0.470820158423955,657673,342327,6,0.12
"32","New Hampshire",0.452398005263268,744769,255231,4,-0.21
"33","New Jersey",0.411486769839129,928411,71589,14,-6.18
"34","New Mexico",0.449084712831498,748851,251149,5,-4.14
"35","New York",0.358026154088365,979650,20350,29,-11.53
"36","North Carolina",0.493276439713206,540396,459604,15,3.51
"37","North Dakota",0.584684560562635,58638,941362,3,17.04
"38","Ohio",0.50778131280865,458273,541727,18,4.55
"39","Oklahoma",0.619026207668636,52193,947807,7,19.38
"40","Oregon",0.427083854761703,977244,22756,7,-5.29
"41","Pennsylvania",0.468906954763267,673324,326676,20,0.6
"42","Rhode Island",0.425453963827707,870198,129802,4,-9.39
"43","South Carolina",0.526032685164692,362329,637671,9,8.67
"44","South Dakota",0.627013214399614,38081,961919,3,15.26
"45","Tennessee",0.618784650912151,58290,941710,11,13.93
"46","Texas",0.508093707336374,457486,542514,38,7.2
"47","Utah",0.574061673092433,105567,894433,6,16.94
"48","Vermont",0.383344838068839,958676,41324,3,-15.75
"49","Virginia",0.453368231396366,725661,274339,13,-1.13
"50","Washington",0.41308183412264,928050,71950,12,-7.44
"51","West Virginia",0.638476915040424,17461,982539,5,18.16
"52","Wisconsin",0.466751657721733,697173,302827,10,0.39
"53","Wyoming",0.684192966932157,3268,996732,3,24.64
