"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.5962961882106,105747,894253,9,14.53
"2","Alaska",0.519713240432648,385051,614949,3,9
"3","Arizona",0.481088757179738,601237,398763,11,4.2
"4","Arkansas",0.694238631136959,3887,996113,6,15.58
"5","California",0.354200055391774,988362,11638,55,-12.96
"6","Colorado",0.441174452084862,888852,111148,9,-1.26
"7","Connecticut",0.414834504866615,913364,86636,7,-6.95
"8","Delaware",0.443379610570784,799734,200266,3,-7.14
"9","District of Columbia",0.110150368928331,1e+06,0,3,-42.87
"10","Florida",0.474934365663865,637359,362641,29,2.84
"11","Georgia",0.502082263237258,489505,510495,16,4.99
"12","Hawaii",0.357341921488693,985497,14503,4,-18.5
"13","Idaho",0.608168865292737,52039,947961,4,18.41
"14","Illinois",0.430914613944599,869892,130108,20,-7.29
"15","Indiana",0.559495592595057,221970,778030,11,9.6
"16","Iowa",0.504312562089925,467401,532599,6,3.35
"17","Kansas",0.55006217308691,251974,748026,6,11.64
"18","Kentucky",0.606528977743286,76093,923907,8,15.08
"19","Louisiana",0.615681613386954,55741,944259,8,12.17
"20","Maine",0.420499299171624,928136,71864,3,-2.89
"21","Maine CD-2",0.502268377869068,483222,516778,1,3.51
"22","Maryland",0.358162123393373,980854,19146,10,-12.25
"23","Massachusetts",0.363535176301323,988833,11167,11,-16.04
"24","Michigan",0.468849405332225,660574,339426,16,-0.3
"25","Minnesota",0.463461894411133,728067,271933,10,-0.85
"26","Mississippi",0.587787700423027,168016,831984,6,9.18
"27","Missouri",0.542151737955226,273374,726626,10,9.62
"28","Montana",0.547321567720171,234025,765975,3,9.76
"29","Nebraska",0.568712512555397,133575,866425,4,14.39
"30","Nebraska CD-2",0.481123452160533,616656,383344,1,3.26
"31","Nevada",0.468885818633582,664930,335070,6,0.12
"32","New Hampshire",0.45474421240558,730528,269472,4,-0.21
"33","New Jersey",0.411460032415228,923769,76231,14,-6.18
"34","New Mexico",0.449190877555774,744391,255609,5,-4.14
"35","New York",0.358007799808045,977991,22009,29,-11.53
"36","North Carolina",0.494479022971403,531962,468038,15,3.51
"37","North Dakota",0.584748084086099,63839,936161,3,17.04
"38","Ohio",0.508071017675407,457611,542389,18,4.55
"39","Oklahoma",0.619080147567572,54844,945156,7,19.38
"40","Oregon",0.427107895658796,969582,30418,7,-5.29
"41","Pennsylvania",0.471630316878634,655513,344487,20,0.6
"42","Rhode Island",0.425402501742008,865726,134274,4,-9.39
"43","South Carolina",0.522717579334303,381008,618992,9,8.67
"44","South Dakota",0.626921861927198,40977,959023,3,15.26
"45","Tennessee",0.61884966464226,60998,939002,11,13.93
"46","Texas",0.508142270636692,457131,542869,38,7.2
"47","Utah",0.574142938239987,110588,889412,6,16.94
"48","Vermont",0.383118529787906,956439,43561,3,-15.75
"49","Virginia",0.459718362127942,690638,309362,13,-1.13
"50","Washington",0.422014690990364,892009,107991,12,-7.44
"51","West Virginia",0.638836887281631,19291,980709,5,18.16
"52","Wisconsin",0.466600699393669,693745,306255,10,0.39
"53","Wyoming",0.684238045600424,3827,996173,3,24.64
