"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596354618940735,107642,892358,9,14.53
"2","Alaska",0.519611392464625,386614,613386,3,9
"3","Arizona",0.47891228452061,611583,388417,11,4.2
"4","Arkansas",0.69421612250526,4131,995869,6,15.58
"5","California",0.341757397974463,992529,7471,55,-12.96
"6","Colorado",0.441240062374184,884163,115837,9,-1.26
"7","Connecticut",0.414789164424298,910582,89418,7,-6.95
"8","Delaware",0.443255477161045,798518,201482,3,-7.14
"9","District of Columbia",0.110226359877208,1e+06,0,3,-42.87
"10","Florida",0.47314320511447,645357,354643,29,2.84
"11","Georgia",0.502024188543613,490749,509251,16,4.99
"12","Hawaii",0.357309940555185,984703,15297,4,-18.5
"13","Idaho",0.60832484263366,53750,946250,4,18.41
"14","Illinois",0.430898160981162,866305,133695,20,-7.29
"15","Indiana",0.559423608847325,223871,776129,11,9.6
"16","Iowa",0.504355454199603,467733,532267,6,3.35
"17","Kansas",0.549925045439555,254298,745702,6,11.64
"18","Kentucky",0.606609360011903,77879,922121,8,15.08
"19","Louisiana",0.594537400536445,102423,897577,8,12.17
"20","Maine",0.420393031311955,925331,74669,3,-2.89
"21","Maine CD-2",0.502246829500917,483503,516497,1,3.51
"22","Maryland",0.358172835078548,979593,20407,10,-12.25
"23","Massachusetts",0.363601005702171,987723,12277,11,-16.04
"24","Michigan",0.469831553650509,654266,345734,16,-0.3
"25","Minnesota",0.464263578802396,721512,278488,10,-0.85
"26","Mississippi",0.587864632549728,169787,830213,6,9.18
"27","Missouri",0.542071617034817,275426,724574,10,9.62
"28","Montana",0.54471069579188,250494,749506,3,9.76
"29","Nebraska",0.568732036832031,136904,863096,4,14.39
"30","Nebraska CD-2",0.481152475832666,615506,384494,1,3.26
"31","Nevada",0.468983220509091,663234,336766,6,0.12
"32","New Hampshire",0.454790802614611,728695,271305,4,-0.21
"33","New Jersey",0.411456977347305,921994,78006,14,-6.18
"34","New Mexico",0.449362600543323,742717,257283,5,-4.14
"35","New York",0.358587037284486,976420,23580,29,-11.53
"36","North Carolina",0.494575527726238,531521,468479,15,3.51
"37","North Dakota",0.584704804247949,67012,932988,3,17.04
"38","Ohio",0.508082269181293,457856,542144,18,4.55
"39","Oklahoma",0.619126219807541,56317,943683,7,19.38
"40","Oregon",0.427063207344027,965875,34125,7,-5.29
"41","Pennsylvania",0.465925910775182,683501,316499,20,0.6
"42","Rhode Island",0.425419319508902,863239,136761,4,-9.39
"43","South Carolina",0.522760379446353,381467,618533,9,8.67
"44","South Dakota",0.626913608544285,42483,957517,3,15.26
"45","Tennessee",0.618718920393104,62776,937224,11,13.93
"46","Texas",0.506685000790926,465385,534615,38,7.2
"47","Utah",0.574220334623864,112835,887165,6,16.94
"48","Vermont",0.383260309748087,954269,45731,3,-15.75
"49","Virginia",0.459839443165507,689403,310597,13,-1.13
"50","Washington",0.422074699766953,889330,110670,12,-7.44
"51","West Virginia",0.6388261051854,20178,979822,5,18.16
"52","Wisconsin",0.466624496951033,691889,308111,10,0.39
"53","Wyoming",0.684167283564804,4061,995939,3,24.64
