"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",1
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",1
"39",0
"40",1
"41",0
"42",0
"43",0
"44",0
"45",2
"46",0
"47",0
"48",1
"49",1
"50",0
"51",5
"52",2
"53",1
"54",5
"55",1
"56",1
"57",5
"58",2
"59",5
"60",6
"61",5
"62",11
"63",10
"64",10
"65",14
"66",15
"67",24
"68",20
"69",19
"70",22
"71",32
"72",32
"73",36
"74",42
"75",42
"76",57
"77",54
"78",60
"79",80
"80",93
"81",81
"82",83
"83",106
"84",116
"85",103
"86",124
"87",154
"88",159
"89",206
"90",211
"91",218
"92",257
"93",259
"94",303
"95",320
"96",332
"97",385
"98",375
"99",431
"100",418
"101",489
"102",530
"103",557
"104",595
"105",592
"106",736
"107",710
"108",824
"109",776
"110",831
"111",909
"112",1023
"113",1035
"114",1081
"115",1154
"116",1187
"117",1210
"118",1368
"119",1407
"120",1477
"121",1576
"122",1626
"123",1695
"124",1857
"125",1807
"126",1984
"127",2004
"128",2187
"129",2219
"130",2331
"131",2368
"132",2556
"133",2523
"134",2716
"135",2818
"136",2853
"137",2989
"138",3184
"139",3201
"140",3296
"141",3332
"142",3485
"143",3574
"144",3753
"145",3846
"146",3810
"147",4131
"148",4117
"149",4138
"150",4406
"151",4596
"152",4554
"153",4781
"154",4985
"155",5080
"156",5044
"157",5163
"158",5275
"159",5500
"160",5383
"161",5687
"162",5838
"163",5908
"164",5890
"165",6222
"166",6354
"167",6299
"168",6260
"169",6603
"170",6659
"171",6750
"172",6855
"173",6858
"174",7133
"175",7203
"176",7352
"177",7265
"178",7333
"179",7547
"180",7676
"181",7568
"182",7819
"183",7878
"184",7924
"185",7919
"186",8014
"187",7948
"188",8106
"189",8268
"190",8344
"191",8281
"192",8373
"193",8319
"194",8425
"195",8276
"196",8475
"197",8446
"198",8534
"199",8612
"200",8530
"201",8566
"202",8610
"203",8672
"204",8513
"205",8500
