"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.619348849013723,55207,944793,9,14.53
"2","Alaska",0.520694385443772,372961,627039,3,9
"3","Arizona",0.482578010092997,597451,402549,11,4.2
"4","Arkansas",0.668998280367586,9921,990079,6,15.58
"5","California",0.355596771665962,993387,6613,55,-12.96
"6","Colorado",0.439732364345173,918158,81842,9,-1.26
"7","Connecticut",0.414897613575076,925221,74779,7,-6.95
"8","Delaware",0.443233448803622,812725,187275,3,-7.14
"9","District of Columbia",0.110321073174609,1e+06,0,3,-42.87
"10","Florida",0.479570761799137,617145,382855,29,2.84
"11","Georgia",0.496557530854792,517275,482725,16,4.99
"12","Hawaii",0.349633172819662,991026,8974,4,-18.5
"13","Idaho",0.608247397979224,44000,956000,4,18.41
"14","Illinois",0.430985402479266,883012,116988,20,-7.29
"15","Indiana",0.553841143430258,237953,762047,11,9.6
"16","Iowa",0.503072640864323,475069,524931,6,3.35
"17","Kansas",0.555021591744012,222798,777202,6,11.64
"18","Kentucky",0.602192091572967,75603,924397,8,15.08
"19","Louisiana",0.615846203807733,47334,952666,8,12.17
"20","Maine",0.420400656352256,943033,56967,3,-2.89
"21","Maine CD-2",0.502342242815214,481442,518558,1,3.51
"22","Maryland",0.358209806408532,985902,14098,10,-12.25
"23","Massachusetts",0.363560021319893,992573,7427,11,-16.04
"24","Michigan",0.468410706236116,669116,330884,16,-0.3
"25","Minnesota",0.463700438921828,739836,260164,10,-0.85
"26","Mississippi",0.587629080550036,159724,840276,6,9.18
"27","Missouri",0.540561199815476,271800,728200,10,9.62
"28","Montana",0.545890381089521,228882,771118,3,9.76
"29","Nebraska",0.568782322554932,119548,880452,4,14.39
"30","Nebraska CD-2",0.481188995391586,622922,377078,1,3.26
"31","Nevada",0.469055892215396,671173,328827,6,0.12
"32","New Hampshire",0.452371127835286,750279,249721,4,-0.21
"33","New Jersey",0.408236943243484,944404,55596,14,-6.18
"34","New Mexico",0.444810810993244,772859,227141,5,-4.14
"35","New York",0.3581795580342,982252,17748,29,-11.53
"36","North Carolina",0.492646153143587,545881,454119,15,3.51
"37","North Dakota",0.584810464291787,51024,948976,3,17.04
"38","Ohio",0.508186897292834,454869,545131,18,4.55
"39","Oklahoma",0.614014847314218,47914,952086,7,19.38
"40","Oregon",0.427100668380624,986315,13685,7,-5.29
"41","Pennsylvania",0.472097881189269,660406,339594,20,0.6
"42","Rhode Island",0.425457253862056,876719,123281,4,-9.39
"43","South Carolina",0.526309929123707,357055,642945,9,8.67
"44","South Dakota",0.626952401312854,35041,964959,3,15.26
"45","Tennessee",0.618852680973662,54105,945895,11,13.93
"46","Texas",0.504839490284167,473838,526162,38,7.2
"47","Utah",0.574273629148972,96110,903890,6,16.94
"48","Vermont",0.383202242740129,963221,36779,3,-15.75
"49","Virginia",0.451100564288789,742346,257654,13,-1.13
"50","Washington",0.406045991974889,951025,48975,12,-7.44
"51","West Virginia",0.638453710100209,15099,984901,5,18.16
"52","Wisconsin",0.475806316383113,650758,349242,10,0.39
"53","Wyoming",0.684184382930759,2580,997420,3,24.64
