"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",1
"44",0
"45",0
"46",1
"47",0
"48",1
"49",2
"50",2
"51",0
"52",0
"53",2
"54",2
"55",2
"56",1
"57",4
"58",2
"59",3
"60",3
"61",2
"62",4
"63",5
"64",6
"65",13
"66",11
"67",10
"68",12
"69",16
"70",16
"71",18
"72",18
"73",18
"74",31
"75",22
"76",29
"77",31
"78",51
"79",46
"80",62
"81",62
"82",63
"83",79
"84",79
"85",101
"86",98
"87",105
"88",110
"89",148
"90",125
"91",139
"92",183
"93",164
"94",197
"95",248
"96",237
"97",241
"98",286
"99",276
"100",303
"101",327
"102",390
"103",347
"104",423
"105",439
"106",464
"107",510
"108",561
"109",599
"110",618
"111",695
"112",679
"113",780
"114",764
"115",854
"116",901
"117",944
"118",1030
"119",1053
"120",1121
"121",1177
"122",1266
"123",1290
"124",1277
"125",1423
"126",1558
"127",1542
"128",1686
"129",1665
"130",1863
"131",1781
"132",1880
"133",2118
"134",2084
"135",2173
"136",2314
"137",2333
"138",2474
"139",2523
"140",2576
"141",2701
"142",2777
"143",2924
"144",3044
"145",3108
"146",3192
"147",3340
"148",3431
"149",3558
"150",3732
"151",3799
"152",3814
"153",3914
"154",4071
"155",4120
"156",4219
"157",4439
"158",4452
"159",4653
"160",4849
"161",4954
"162",4864
"163",5068
"164",5187
"165",5355
"166",5437
"167",5532
"168",5612
"169",5590
"170",5862
"171",6178
"172",6039
"173",6065
"174",6281
"175",6260
"176",6388
"177",6674
"178",6613
"179",6648
"180",6803
"181",6918
"182",7061
"183",7065
"184",7264
"185",7379
"186",7340
"187",7509
"188",7677
"189",7500
"190",7603
"191",8018
"192",7881
"193",7905
"194",7972
"195",7705
"196",8241
"197",8087
"198",8011
"199",8173
"200",8332
"201",8318
"202",8230
"203",8255
"204",8396
"205",8382
"206",8459
