"","StateName","StateMean","Variance","ElectoralVotes","BPI"
"1","Alabama",0.596315135680211,0.0062658126367785,9,14.53
"2","Alaska",0.527767977611011,0.0048448126367785,3,9
"3","Arizona",0.469413540848299,0.00581759624401081,11,4.2
"4","Arkansas",0.694233082638575,0.0056848126367785,6,15.58
"5","California",0.36341965491366,0.00333868362890918,55,-12.96
"6","Colorado",0.442194962696204,0.00284798818277246,9,-1.26
"7","Connecticut",0.41484746012372,0.0044098126367785,7,-6.95
"8","Delaware",0.443293312927267,0.0049798126367785,3,-7.14
"9","District of Columbia",0.110265808256422,0.0049198126367785,3,-42.87
"10","Florida",0.485941768503168,0.00555616145473378,29,2.84
"11","Georgia",0.512372586347672,0.00584220967542422,16,4.99
"12","Hawaii",0.357336416797018,0.0046048126367785,4,-18.5
"13","Idaho",0.607934280385648,0.0049200612867785,4,18.41
"14","Illinois",0.429004736763758,0.0040648126367785,20,-7.29
"15","Indiana",0.559405229449153,0.00652208272390338,11,9.6
"16","Iowa",0.55065033748343,0.0032848126367785,6,3.35
"17","Kansas",0.564871163850208,0.0059398126367785,6,11.64
"18","Kentucky",0.620166873345052,0.0058948126367785,8,15.08
"19","Louisiana",0.594479414421829,0.00512497930344517,8,12.17
"20","Maine",0.508831033229755,0.0032848126367785,3,-2.89
"21","Maine CD-2",0.548123078342057,0.0032848126367785,1,3.51
"22","Maryland",0.358166845271325,0.00407759306637277,10,-12.25
"23","Massachusetts",0.36353212224736,0.00407282120223838,11,-16.04
"24","Michigan",0.473856920094521,0.00622112179757167,16,-0.3
"25","Minnesota",0.486089498812567,0.00414975134639536,10,-0.85
"26","Mississippi",0.58776724011557,0.0072823126367785,6,9.18
"27","Missouri",0.570144738363495,0.00551176327396713,10,9.62
"28","Montana",0.560413556759045,0.0046048126367785,3,9.76
"29","Nebraska",0.568729842701308,0.0043198126367785,4,14.39
"30","Nebraska CD-2",0.526229842701307,0.0043198126367785,1,3.26
"31","Nevada",0.453182192478105,0.0054448126367785,6,0.12
"32","New Hampshire",0.457475981456444,0.0058498126367785,4,-0.21
"33","New Jersey",0.410297501461755,0.0044581412567785,14,-6.18
"34","New Mexico",0.458925659528938,0.00599242171959239,5,-4.14
"35","New York",0.368459531548334,0.0050098126367785,29,-11.53
"36","North Carolina",0.499625170167516,0.00500814044041496,15,3.51
"37","North Dakota",0.578560397532694,0.0030898126367785,3,17.04
"38","Ohio",0.512290406848774,0.0062309638251491,18,4.55
"39","Oklahoma",0.619363645191392,0.00603359041455628,7,19.38
"40","Oregon",0.434310231656501,0.00232064929016495,7,-5.29
"41","Pennsylvania",0.475263554025373,0.00549347482349933,20,0.6
"42","Rhode Island",0.425445186312509,0.0050398126367785,4,-9.39
"43","South Carolina",0.477039336564347,0.0059698126367785,9,8.67
"44","South Dakota",0.626961442663037,0.0058048126367785,3,15.26
"45","Tennessee",0.618844571640094,0.0063598126367785,11,13.93
"46","Texas",0.493811697867704,0.00631021426499181,38,7.2
"47","Utah",0.580012445509982,0.0037198126367785,6,16.94
"48","Vermont",0.383147846843657,0.0051583325642529,3,-15.75
"49","Virginia",0.454863935412467,0.00684849229045816,13,-1.13
"50","Washington",0.439918154528838,0.0039898126367785,12,-7.44
"51","West Virginia",0.676239900812176,0.0044398126367785,5,18.16
"52","Wisconsin",0.465141389568827,0.00482490368368767,10,0.39
"53","Wyoming",0.684224795307416,0.0052348126367785,3,24.64
