"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",1
"47",0
"48",0
"49",0
"50",0
"51",1
"52",0
"53",1
"54",1
"55",2
"56",1
"57",2
"58",3
"59",5
"60",5
"61",0
"62",4
"63",3
"64",3
"65",7
"66",7
"67",8
"68",11
"69",10
"70",12
"71",12
"72",21
"73",16
"74",17
"75",21
"76",23
"77",28
"78",37
"79",46
"80",38
"81",56
"82",54
"83",54
"84",68
"85",71
"86",116
"87",81
"88",102
"89",137
"90",146
"91",154
"92",187
"93",183
"94",215
"95",229
"96",271
"97",277
"98",325
"99",329
"100",357
"101",377
"102",410
"103",441
"104",455
"105",538
"106",600
"107",601
"108",613
"109",674
"110",740
"111",810
"112",803
"113",878
"114",1016
"115",1054
"116",1114
"117",1122
"118",1192
"119",1317
"120",1325
"121",1390
"122",1514
"123",1569
"124",1600
"125",1641
"126",1798
"127",1809
"128",2006
"129",2167
"130",2126
"131",2413
"132",2402
"133",2494
"134",2602
"135",2662
"136",2833
"137",2866
"138",2958
"139",3045
"140",3215
"141",3254
"142",3460
"143",3565
"144",3556
"145",3724
"146",3879
"147",4114
"148",4074
"149",4304
"150",4482
"151",4497
"152",4530
"153",4792
"154",4921
"155",5013
"156",5221
"157",5288
"158",5387
"159",5444
"160",5606
"161",5780
"162",5935
"163",5996
"164",6082
"165",6325
"166",6305
"167",6555
"168",6735
"169",6742
"170",7042
"171",6995
"172",7183
"173",7326
"174",7260
"175",7516
"176",7506
"177",7656
"178",7648
"179",7870
"180",7985
"181",8076
"182",8206
"183",8246
"184",8056
"185",8269
"186",8401
"187",8625
"188",8536
"189",8698
"190",8495
"191",8694
"192",8790
"193",8726
"194",8702
"195",9016
"196",8954
"197",8945
"198",9013
"199",9073
"200",8857
"201",9038
"202",9282
"203",8895
"204",9006
"205",9021
