"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596113256816281,102097,897903,9,14.53
"2","Alaska",0.519673263139388,382330,617670,3,9
"3","Arizona",0.481182560901401,602207,397793,11,4.2
"4","Arkansas",0.694157898556893,3372,996628,6,15.58
"5","California",0.353935051159654,990609,9391,55,-12.96
"6","Colorado",0.439887480064499,905108,94892,9,-1.26
"7","Connecticut",0.414928877325856,918636,81364,7,-6.95
"8","Delaware",0.443196939651366,806575,193425,3,-7.14
"9","District of Columbia",0.110342682110617,1e+06,0,3,-42.87
"10","Florida",0.490860496950254,551838,448162,29,2.84
"11","Georgia",0.499585054448425,501966,498034,16,4.99
"12","Hawaii",0.357330685118438,987510,12490,4,-18.5
"13","Idaho",0.608190673318155,48137,951863,4,18.41
"14","Illinois",0.430896774049355,876385,123615,20,-7.29
"15","Indiana",0.553679916278351,242469,757531,11,9.6
"16","Iowa",0.504917813900808,461510,538490,6,3.35
"17","Kansas",0.549951374875596,248664,751336,6,11.64
"18","Kentucky",0.60653544283308,72210,927790,8,15.08
"19","Louisiana",0.615684063189686,51852,948148,8,12.17
"20","Maine",0.420376303563884,935325,64675,3,-2.89
"21","Maine CD-2",0.502280002348136,482685,517315,1,3.51
"22","Maryland",0.358173769162723,983679,16321,10,-12.25
"23","Massachusetts",0.363471489266693,990567,9433,11,-16.04
"24","Michigan",0.468495576675143,665124,334876,16,-0.3
"25","Minnesota",0.462515964324814,738883,261117,10,-0.85
"26","Mississippi",0.587647265133619,164597,835403,6,9.18
"27","Missouri",0.542002726910149,269258,730742,10,9.62
"28","Montana",0.547234908359569,228951,771049,3,9.76
"29","Nebraska",0.568753717666078,126883,873117,4,14.39
"30","Nebraska CD-2",0.481165597877614,618911,381089,1,3.26
"31","Nevada",0.470840329710561,658511,341489,6,0.12
"32","New Hampshire",0.45240514763573,745155,254845,4,-0.21
"33","New Jersey",0.411473231814961,929508,70492,14,-6.18
"34","New Mexico",0.449194355964941,748484,251516,5,-4.14
"35","New York",0.358223781361488,980155,19845,29,-11.53
"36","North Carolina",0.493184290538761,541448,458552,15,3.51
"37","North Dakota",0.584667044428402,57978,942022,3,17.04
"38","Ohio",0.50773990752144,458584,541416,18,4.55
"39","Oklahoma",0.619130882051195,51447,948553,7,19.38
"40","Oregon",0.427100460578587,978041,21959,7,-5.29
"41","Pennsylvania",0.47192933668034,657639,342361,20,0.6
"42","Rhode Island",0.425436581129299,870851,129149,4,-9.39
"43","South Carolina",0.525852596331682,362866,637134,9,8.67
"44","South Dakota",0.626997738657432,38146,961854,3,15.26
"45","Tennessee",0.618776391400843,57984,942016,11,13.93
"46","Texas",0.508338251246869,456408,543592,38,7.2
"47","Utah",0.574313508318986,103268,896732,6,16.94
"48","Vermont",0.383373437902413,959281,40719,3,-15.75
"49","Virginia",0.453366136539846,726506,273494,13,-1.13
"50","Washington",0.413028151965009,928323,71677,12,-7.44
"51","West Virginia",0.638384670001365,17526,982474,5,18.16
"52","Wisconsin",0.466935204301361,696665,303335,10,0.39
"53","Wyoming",0.684242746343223,3168,996832,3,24.64
