"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",1
"42",0
"43",0
"44",2
"45",1
"46",0
"47",2
"48",0
"49",0
"50",0
"51",2
"52",1
"53",2
"54",3
"55",2
"56",4
"57",2
"58",2
"59",1
"60",6
"61",1
"62",5
"63",8
"64",6
"65",8
"66",8
"67",15
"68",7
"69",9
"70",14
"71",13
"72",28
"73",20
"74",23
"75",34
"76",34
"77",37
"78",51
"79",54
"80",55
"81",68
"82",64
"83",80
"84",83
"85",92
"86",98
"87",117
"88",128
"89",134
"90",134
"91",158
"92",184
"93",218
"94",223
"95",290
"96",281
"97",292
"98",342
"99",346
"100",353
"101",413
"102",440
"103",462
"104",515
"105",576
"106",607
"107",656
"108",716
"109",715
"110",782
"111",894
"112",963
"113",923
"114",921
"115",1048
"116",1098
"117",1181
"118",1210
"119",1314
"120",1413
"121",1519
"122",1604
"123",1633
"124",1715
"125",1755
"126",1857
"127",1940
"128",1987
"129",2124
"130",2227
"131",2307
"132",2436
"133",2520
"134",2587
"135",2674
"136",2815
"137",2899
"138",2900
"139",3104
"140",3292
"141",3410
"142",3514
"143",3656
"144",3698
"145",3805
"146",3970
"147",4078
"148",4265
"149",4224
"150",4586
"151",4600
"152",4476
"153",4817
"154",4941
"155",5059
"156",5092
"157",5450
"158",5407
"159",5650
"160",5735
"161",5758
"162",5760
"163",6125
"164",6044
"165",6203
"166",6319
"167",6534
"168",6635
"169",6611
"170",6855
"171",7021
"172",7067
"173",7215
"174",7107
"175",7364
"176",7438
"177",7433
"178",7776
"179",7827
"180",7742
"181",7823
"182",8031
"183",7976
"184",8145
"185",8154
"186",8204
"187",8489
"188",8354
"189",8338
"190",8482
"191",8505
"192",8724
"193",8707
"194",8543
"195",8490
"196",8826
"197",8889
"198",8690
"199",8805
"200",8883
"201",8998
"202",8833
"203",8866
"204",8730
"205",8723
