"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596349061925057,103407,896593,9,14.53
"2","Alaska",0.519676119328685,383043,616957,3,9
"3","Arizona",0.481060212332978,603060,396940,11,4.2
"4","Arkansas",0.694353178298518,3579,996421,6,15.58
"5","California",0.341797319559225,994181,5819,55,-12.96
"6","Colorado",0.439862818832148,902338,97662,9,-1.26
"7","Connecticut",0.414692877098221,917446,82554,7,-6.95
"8","Delaware",0.443315137604857,804814,195186,3,-7.14
"9","District of Columbia",0.110169756788938,1e+06,0,3,-42.87
"10","Florida",0.490947600557328,550701,449299,29,2.84
"11","Georgia",0.499431953310812,502744,497256,16,4.99
"12","Hawaii",0.35728301175855,987034,12966,4,-18.5
"13","Idaho",0.60815280910001,49393,950607,4,18.41
"14","Illinois",0.43103370273888,874128,125872,20,-7.29
"15","Indiana",0.553875715452455,243272,756728,11,9.6
"16","Iowa",0.504875441122768,462642,537358,6,3.35
"17","Kansas",0.549835810637408,250131,749869,6,11.64
"18","Kentucky",0.60645934801007,73238,926762,8,15.08
"19","Louisiana",0.615985802027203,52519,947481,8,12.17
"20","Maine",0.420472953200478,933366,66634,3,-2.89
"21","Maine CD-2",0.502318809871483,482044,517956,1,3.51
"22","Maryland",0.358240077840855,982923,17077,10,-12.25
"23","Massachusetts",0.363457051244361,990104,9896,11,-16.04
"24","Michigan",0.46839973534116,664747,335253,16,-0.3
"25","Minnesota",0.463553605514852,732167,267833,10,-0.85
"26","Mississippi",0.587866629964957,164981,835019,6,9.18
"27","Missouri",0.542032082085715,270004,729996,10,9.62
"28","Montana",0.547376212746769,230544,769456,3,9.76
"29","Nebraska",0.568624023898373,129100,870900,4,14.39
"30","Nebraska CD-2",0.481167410115904,618805,381195,1,3.26
"31","Nevada",0.47088525020514,657321,342679,6,0.12
"32","New Hampshire",0.452549346424953,743654,256346,4,-0.21
"33","New Jersey",0.411485196957267,927579,72421,14,-6.18
"34","New Mexico",0.449190062569918,747733,252267,5,-4.14
"35","New York",0.35809843969224,979563,20437,29,-11.53
"36","North Carolina",0.493076952600819,541298,458702,15,3.51
"37","North Dakota",0.584725029515786,59592,940408,3,17.04
"38","Ohio",0.507810945225419,458197,541803,18,4.55
"39","Oklahoma",0.619209033171459,52247,947753,7,19.38
"40","Oregon",0.427108686117343,975964,24036,7,-5.29
"41","Pennsylvania",0.468862526642169,672785,327215,20,0.6
"42","Rhode Island",0.425507173995092,869220,130780,4,-9.39
"43","South Carolina",0.526073174947626,362027,637973,9,8.67
"44","South Dakota",0.626898108277066,38695,961305,3,15.26
"45","Tennessee",0.618763311367627,58957,941043,11,13.93
"46","Texas",0.508019103511425,457848,542152,38,7.2
"47","Utah",0.574057758442105,106014,893986,6,16.94
"48","Vermont",0.383185375787814,958360,41640,3,-15.75
"49","Virginia",0.453349459484216,725085,274915,13,-1.13
"50","Washington",0.413104801249009,927124,72876,12,-7.44
"51","West Virginia",0.638348799969854,18150,981850,5,18.16
"52","Wisconsin",0.466780374050042,696506,303494,10,0.39
"53","Wyoming",0.684178008461138,3298,996702,3,24.64
