"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",1
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",1
"48",1
"49",0
"50",0
"51",1
"52",4
"53",4
"54",2
"55",3
"56",1
"57",1
"58",6
"59",2
"60",3
"61",8
"62",3
"63",9
"64",6
"65",10
"66",6
"67",12
"68",12
"69",14
"70",16
"71",26
"72",25
"73",23
"74",36
"75",29
"76",41
"77",48
"78",55
"79",43
"80",65
"81",71
"82",91
"83",95
"84",99
"85",127
"86",123
"87",124
"88",132
"89",140
"90",187
"91",197
"92",196
"93",213
"94",252
"95",269
"96",297
"97",313
"98",320
"99",377
"100",405
"101",408
"102",453
"103",451
"104",538
"105",565
"106",590
"107",646
"108",673
"109",703
"110",762
"111",775
"112",853
"113",903
"114",972
"115",1055
"116",1079
"117",1083
"118",1137
"119",1258
"120",1305
"121",1380
"122",1461
"123",1602
"124",1580
"125",1744
"126",1804
"127",1832
"128",1869
"129",1961
"130",2129
"131",2184
"132",2280
"133",2373
"134",2467
"135",2658
"136",2661
"137",2766
"138",2825
"139",2960
"140",3087
"141",3202
"142",3167
"143",3361
"144",3462
"145",3489
"146",3680
"147",3815
"148",3947
"149",4127
"150",4125
"151",4224
"152",4370
"153",4387
"154",4699
"155",4674
"156",4824
"157",4991
"158",5094
"159",5263
"160",5285
"161",5391
"162",5443
"163",5518
"164",5781
"165",5862
"166",6233
"167",6139
"168",6189
"169",6353
"170",6396
"171",6782
"172",6696
"173",6798
"174",6966
"175",7003
"176",7007
"177",7070
"178",7217
"179",7492
"180",7259
"181",7303
"182",7517
"183",7653
"184",7756
"185",7900
"186",7768
"187",7875
"188",7969
"189",8136
"190",8260
"191",8156
"192",8342
"193",8258
"194",8412
"195",8242
"196",8394
"197",8514
"198",8560
"199",8752
"200",8483
"201",8605
"202",8606
"203",8708
"204",8594
"205",8640
