"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596367128941992,116185,883815,9,14.53
"2","Alaska",0.527768072448502,345487,654513,3,9
"3","Arizona",0.470014910569485,649188,350812,11,4.2
"4","Arkansas",0.694172332824775,5820,994180,6,15.58
"5","California",0.351879160201931,983033,16967,55,-12.96
"6","Colorado",0.442144373076351,857824,142176,9,-1.26
"7","Connecticut",0.414773991288661,898955,101045,7,-6.95
"8","Delaware",0.443335103682823,787497,212503,3,-7.14
"9","District of Columbia",0.110201542375999,1e+06,0,3,-42.87
"10","Florida",0.485892413037658,573860,426140,29,2.84
"11","Georgia",0.500679876277122,496517,503483,16,4.99
"12","Hawaii",0.357251958227132,980072,19928,4,-18.5
"13","Idaho",0.608233351001518,62369,937631,4,18.41
"14","Illinois",0.429033108030777,865399,134601,20,-7.29
"15","Indiana",0.559375118337194,232029,767971,11,9.6
"16","Iowa",0.550632871069798,190414,809586,6,3.35
"17","Kansas",0.564883705960834,200830,799170,6,11.64
"18","Kentucky",0.62017633860152,59608,940392,8,15.08
"19","Louisiana",0.594422712276002,113117,886883,8,12.17
"20","Maine",0.508790103757712,439562,560438,3,-2.89
"21","Maine CD-2",0.548070669799793,203428,796572,1,3.51
"22","Maryland",0.35812514717071,973866,26134,10,-12.25
"23","Massachusetts",0.363498349953989,983771,16229,11,-16.04
"24","Michigan",0.47182551509528,639867,360133,16,-0.3
"25","Minnesota",0.470767197135614,674129,325871,10,-0.85
"26","Mississippi",0.587652561647958,178357,821643,6,9.18
"27","Missouri",0.554986235970953,230287,769713,10,9.62
"28","Montana",0.560514359518444,187869,812131,3,9.76
"29","Nebraska",0.568775492463041,149468,850532,4,14.39
"30","Nebraska CD-2",0.526162015021585,346061,653939,1,3.26
"31","Nevada",0.462646359757808,680257,319743,6,0.12
"32","New Hampshire",0.467220456210371,658074,341926,4,-0.21
"33","New Jersey",0.410239585811321,905325,94675,14,-6.18
"34","New Mexico",0.458947967338703,692433,307567,5,-4.14
"35","New York",0.368532190607426,967592,32408,29,-11.53
"36","North Carolina",0.499414546045203,503297,496703,15,3.51
"37","North Dakota",0.578526093864165,81340,918660,3,17.04
"38","Ohio",0.505941025104509,469839,530161,18,4.55
"39","Oklahoma",0.619382847090219,63038,936962,7,19.38
"40","Oregon",0.434345609797469,910956,89044,7,-5.29
"41","Pennsylvania",0.476178979258829,625308,374692,20,0.6
"42","Rhode Island",0.425357665045794,852425,147575,4,-9.39
"43","South Carolina",0.477064190199124,615551,384449,9,8.67
"44","South Dakota",0.626935595969981,49021,950979,3,15.26
"45","Tennessee",0.618858832454996,69069,930931,11,13.93
"46","Texas",0.493860517803141,530500,469500,38,7.2
"47","Utah",0.583591997221118,94614,905386,6,16.94
"48","Vermont",0.383159635287737,947178,52822,3,-15.75
"49","Virginia",0.459748232195374,683732,316268,13,-1.13
"50","Washington",0.422324770683348,876345,123655,12,-7.44
"51","West Virginia",0.676179600160358,4332,995668,5,18.16
"52","Wisconsin",0.464932321110551,692461,307539,10,0.39
"53","Wyoming",0.68420541332786,5780,994220,3,24.64
