"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",1
"45",0
"46",0
"47",1
"48",1
"49",1
"50",2
"51",0
"52",1
"53",1
"54",2
"55",3
"56",2
"57",8
"58",1
"59",0
"60",7
"61",4
"62",4
"63",8
"64",7
"65",11
"66",10
"67",11
"68",17
"69",10
"70",14
"71",21
"72",20
"73",20
"74",30
"75",21
"76",28
"77",39
"78",29
"79",40
"80",51
"81",44
"82",51
"83",62
"84",79
"85",79
"86",113
"87",114
"88",90
"89",112
"90",119
"91",165
"92",183
"93",162
"94",170
"95",220
"96",233
"97",221
"98",256
"99",265
"100",273
"101",367
"102",339
"103",391
"104",423
"105",419
"106",469
"107",523
"108",531
"109",544
"110",627
"111",654
"112",676
"113",783
"114",762
"115",787
"116",928
"117",905
"118",945
"119",1039
"120",1055
"121",1199
"122",1152
"123",1259
"124",1378
"125",1436
"126",1427
"127",1513
"128",1604
"129",1639
"130",1797
"131",1801
"132",1931
"133",1978
"134",1957
"135",2171
"136",2185
"137",2408
"138",2422
"139",2476
"140",2591
"141",2718
"142",2817
"143",2877
"144",2917
"145",3018
"146",3208
"147",3294
"148",3445
"149",3450
"150",3572
"151",3620
"152",3748
"153",3816
"154",3933
"155",4078
"156",4141
"157",4239
"158",4402
"159",4491
"160",4666
"161",4809
"162",4941
"163",4926
"164",4983
"165",5152
"166",5368
"167",5373
"168",5592
"169",5627
"170",5714
"171",5841
"172",5949
"173",6099
"174",6182
"175",6222
"176",6512
"177",6542
"178",6643
"179",6683
"180",6934
"181",6843
"182",7003
"183",7122
"184",7006
"185",7087
"186",7270
"187",7291
"188",7514
"189",7566
"190",7591
"191",7796
"192",7900
"193",7827
"194",7982
"195",8065
"196",7848
"197",7972
"198",8155
"199",8176
"200",8172
"201",8336
"202",8135
"203",8399
"204",8302
"205",8401
"206",8359
