"","StateName","StateMean","Variance","ElectoralVotes","BPI"
"1","Alabama",0.596315135680211,0.00556890870896871,9,14.53
"2","Alaska",0.519681178537432,0.00434334006130004,3,9
"3","Arizona",0.481065945405195,0.00504608490277874,11,4.2
"4","Arkansas",0.694233082638575,0.00498790870896871,6,15.58
"5","California",0.34176597626492,0.00266260401736991,55,-12.96
"6","Colorado",0.439990993904265,0.00208807982844339,9,-1.26
"7","Connecticut",0.41484746012372,0.00371290870896871,7,-6.95
"8","Delaware",0.443293312927267,0.00428290870896871,3,-7.14
"9","District of Columbia",0.110265808256422,0.00422290870896871,3,-42.87
"10","Florida",0.482285541358381,0.00484391196015069,29,2.84
"11","Georgia",0.496678526887812,0.00503290850740214,16,4.99
"12","Hawaii",0.357336416797018,0.00390790870896871,4,-18.5
"13","Idaho",0.608204342235883,0.00422283463489463,4,18.41
"14","Illinois",0.430976627030397,0.00357132194281229,20,-7.29
"15","Indiana",0.553843622354093,0.00590662148296178,11,9.6
"16","Iowa",0.50492776655477,0.00262120177751251,6,3.35
"17","Kansas",0.549905455899585,0.00540453182184934,6,11.64
"18","Kentucky",0.606458183173536,0.00532009381313159,8,15.08
"19","Louisiana",0.615843251794312,0.00424361747337148,8,12.17
"20","Maine",0.420418891783108,0.00274046481114452,3,-2.89
"21","Maine CD-2",0.502370049160039,0.00278349057359353,1,3.51
"22","Maryland",0.358200473394214,0.00338072558225316,10,-12.25
"23","Massachusetts",0.36353212224736,0.00337591727442859,11,-16.04
"24","Michigan",0.468341333371616,0.00546204649295799,16,-0.3
"25","Minnesota",0.463515220976974,0.00340269974154244,10,-0.85
"26","Mississippi",0.58776724011557,0.00658540870896871,6,9.18
"27","Missouri",0.542074256178056,0.00466191405806002,10,9.62
"28","Montana",0.547327551328881,0.00404116679016932,3,9.76
"29","Nebraska",0.568729842701308,0.00362290870896871,4,14.39
"30","Nebraska CD-2",0.48116680216487,0.00381833968153224,1,3.26
"31","Nevada",0.470845413309408,0.00479646556320209,6,0.12
"32","New Hampshire",0.452406433032603,0.00519691556307269,4,-0.21
"33","New Jersey",0.411523511170294,0.00347387292330937,14,-6.18
"34","New Mexico",0.44924328863067,0.00519969814362302,5,-4.14
"35","New York",0.358182920589638,0.00475769227715789,29,-11.53
"36","North Carolina",0.493683874402191,0.00429153815012871,15,3.51
"37","North Dakota",0.584703577501825,0.00287447670896871,3,17.04
"38","Ohio",0.504719010633676,0.00545741548055662,18,4.55
"39","Oklahoma",0.619152002517565,0.00533698739175618,7,19.38
"40","Oregon",0.427093478020874,0.00130169123579104,7,-5.29
"41","Pennsylvania",0.471924280630906,0.00478465262343878,20,0.6
"42","Rhode Island",0.425445186312509,0.00434290870896871,4,-9.39
"43","South Carolina",0.526072182056094,0.00531063548291345,9,8.67
"44","South Dakota",0.626961442663037,0.00510790870896871,3,15.26
"45","Tennessee",0.618844571640094,0.00566290870896871,11,13.93
"46","Texas",0.508126582369689,0.00560613980971688,38,7.2
"47","Utah",0.574214256087949,0.00341775260906824,6,16.94
"48","Vermont",0.383256709140165,0.0044615511946618,3,-15.75
"49","Virginia",0.459721948612249,0.00630080948988843,13,-1.13
"50","Washington",0.413083081842732,0.00351114665040197,12,-7.44
"51","West Virginia",0.638425014414999,0.00428791831116349,5,18.16
"52","Wisconsin",0.475133241327754,0.00414654177914741,10,0.39
"53","Wyoming",0.684224795307416,0.00453790870896871,3,24.64
