"","StateName","StateMean","Variance","ElectoralVotes","BPI"
"1","Alabama",0.596315135680211,0.00607263417676994,9,14.53
"2","Alaska",0.527767977611011,0.00465163417676994,3,9
"3","Arizona",0.476093857653865,0.00556534483863147,11,4.2
"4","Arkansas",0.694233082638575,0.00549163417676994,6,15.58
"5","California",0.33277897551577,0.00281230476758004,55,-12.96
"6","Colorado",0.442194962696204,0.0026548097227639,9,-1.26
"7","Connecticut",0.41484746012372,0.00421663417676994,7,-6.95
"8","Delaware",0.443293312927267,0.00478663417676994,3,-7.14
"9","District of Columbia",0.110265808256422,0.00472663417676994,3,-42.87
"10","Florida",0.486906494711492,0.0053534491081664,29,2.84
"11","Georgia",0.505999400019571,0.00557779148506062,16,4.99
"12","Hawaii",0.357336416797018,0.00441163417676994,4,-18.5
"13","Idaho",0.608204342235883,0.00472656010269587,4,18.41
"14","Illinois",0.429004736763758,0.00387163417676994,20,-7.29
"15","Indiana",0.559470019741098,0.00632887930351499,11,9.6
"16","Iowa",0.55065033748343,0.00330725374362348,6,3.35
"17","Kansas",0.564871163850208,0.0061593117246641,6,11.64
"18","Kentucky",0.620166873345052,0.00582381928093282,8,15.08
"19","Louisiana",0.594479414421829,0.00493180084343661,8,12.17
"20","Maine",0.508831033229755,0.00357592622845175,3,-2.89
"21","Maine CD-2",0.548123078342057,0.00339790457263446,1,3.51
"22","Maryland",0.358200473394214,0.0038844510500544,10,-12.25
"23","Massachusetts",0.36353212224736,0.00387964274222983,11,-16.04
"24","Michigan",0.469450950699405,0.00597965385253512,16,-0.3
"25","Minnesota",0.459975485495307,0.0040253919892383,10,-0.85
"26","Mississippi",0.58776724011557,0.00708913417676994,6,9.18
"27","Missouri",0.555046011458675,0.00531858481395857,10,9.62
"28","Montana",0.551461514812033,0.00480967417676994,3,9.76
"29","Nebraska",0.568729842701308,0.00412663417676994,4,14.39
"30","Nebraska CD-2",0.506422622668761,0.00474938417676994,1,3.26
"31","Nevada",0.453182192478105,0.00544942142541506,6,0.12
"32","New Hampshire",0.467171443248291,0.0062179263116014,4,-0.21
"33","New Jersey",0.410050923250672,0.00426470617676994,14,-6.18
"34","New Mexico",0.458839399500891,0.00579921049739857,5,-4.14
"35","New York",0.368459531548334,0.00481663417676994,29,-11.53
"36","North Carolina",0.497995631096301,0.00480382230816308,15,3.51
"37","North Dakota",0.584351322914563,0.00337858417676994,3,17.04
"38","Ohio",0.511042878340977,0.00599885752982764,18,4.55
"39","Oklahoma",0.619152002517565,0.00584071285955742,7,19.38
"40","Oregon",0.434394435940309,0.00212752785827794,7,-5.29
"41","Pennsylvania",0.476081186002003,0.0052943982603232,20,0.6
"42","Rhode Island",0.425445186312509,0.00484663417676994,4,-9.39
"43","South Carolina",0.477039336564347,0.0059203631019866,9,8.67
"44","South Dakota",0.626961442663037,0.00561163417676994,3,15.26
"45","Tennessee",0.618844571640094,0.00616663417676994,11,13.93
"46","Texas",0.495830598539111,0.00611298636530221,38,7.2
"47","Utah",0.583530607394618,0.00376853417676994,6,16.94
"48","Vermont",0.383256709140165,0.00496527666246303,3,-15.75
"49","Virginia",0.459721948612249,0.00680453495768967,13,-1.13
"50","Washington",0.42233425560841,0.00427148447617114,12,-7.44
"51","West Virginia",0.676239900812176,0.00424663417676994,5,18.16
"52","Wisconsin",0.465032291723984,0.00462884641143591,10,0.39
"53","Wyoming",0.684224795307416,0.00504163417676994,3,24.64
