"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",1
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",1
"45",0
"46",0
"47",2
"48",0
"49",0
"50",1
"51",0
"52",3
"53",0
"54",1
"55",1
"56",3
"57",0
"58",3
"59",1
"60",2
"61",3
"62",4
"63",3
"64",2
"65",8
"66",15
"67",9
"68",19
"69",12
"70",23
"71",22
"72",24
"73",23
"74",22
"75",28
"76",31
"77",37
"78",44
"79",57
"80",52
"81",67
"82",65
"83",74
"84",87
"85",91
"86",115
"87",107
"88",138
"89",178
"90",158
"91",178
"92",222
"93",207
"94",230
"95",277
"96",284
"97",303
"98",328
"99",406
"100",402
"101",458
"102",472
"103",502
"104",550
"105",591
"106",640
"107",714
"108",766
"109",822
"110",867
"111",894
"112",928
"113",1011
"114",1025
"115",1114
"116",1252
"117",1279
"118",1332
"119",1431
"120",1517
"121",1535
"122",1642
"123",1724
"124",1861
"125",1929
"126",2040
"127",2031
"128",2177
"129",2212
"130",2367
"131",2409
"132",2624
"133",2690
"134",2750
"135",2888
"136",3038
"137",3125
"138",3224
"139",3227
"140",3492
"141",3589
"142",3642
"143",3794
"144",3905
"145",4070
"146",4094
"147",4275
"148",4331
"149",4531
"150",4699
"151",4831
"152",4869
"153",4910
"154",5197
"155",5176
"156",5387
"157",5513
"158",5600
"159",5788
"160",5921
"161",6009
"162",6164
"163",6301
"164",6333
"165",6577
"166",6618
"167",6738
"168",6762
"169",7057
"170",7028
"171",7163
"172",7401
"173",7313
"174",7469
"175",7511
"176",7700
"177",7776
"178",7885
"179",7955
"180",7920
"181",8329
"182",8110
"183",8205
"184",8377
"185",8572
"186",8362
"187",8583
"188",8604
"189",8517
"190",8789
"191",8560
"192",8820
"193",8734
"194",8729
"195",9039
"196",9082
"197",8794
"198",9033
"199",8885
"200",8850
"201",8905
"202",9043
"203",8985
"204",8787
"205",8896
