"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.61926924681995,49767,950233,9,14.53
"2","Alaska",0.526524745687928,332130,667870,3,9
"3","Arizona",0.485096749485818,586085,413915,11,4.2
"4","Arkansas",0.666088352734343,9849,990151,6,15.58
"5","California",0.348503485353977,996601,3399,55,-12.96
"6","Colorado",0.439645066244499,935978,64022,9,-1.26
"7","Connecticut",0.414789205902516,933851,66149,7,-6.95
"8","Delaware",0.443239075878209,821655,178345,3,-7.14
"9","District of Columbia",0.110192876462798,1e+06,0,3,-42.87
"10","Florida",0.490114310334116,559611,440389,29,2.84
"11","Georgia",0.495717311402223,521884,478116,16,4.99
"12","Hawaii",0.349544440744705,992956,7044,4,-18.5
"13","Idaho",0.608160796098365,37870,962130,4,18.41
"14","Illinois",0.430893360089878,894123,105877,20,-7.29
"15","Indiana",0.553873733889092,231488,768512,11,9.6
"16","Iowa",0.503778567108284,467203,532797,6,3.35
"17","Kansas",0.556417830104181,208896,791104,6,11.64
"18","Kentucky",0.602118738811495,70186,929814,8,15.08
"19","Louisiana",0.613552443375293,42900,957100,8,12.17
"20","Maine",0.421388537408522,953233,46767,3,-2.89
"21","Maine CD-2",0.499144682412274,507784,492216,1,3.51
"22","Maryland",0.361903969285565,987098,12902,10,-12.25
"23","Massachusetts",0.350257833047895,997928,2072,11,-16.04
"24","Michigan",0.468455768984981,673159,326841,16,-0.3
"25","Minnesota",0.466399366481645,734563,265437,10,-0.85
"26","Mississippi",0.580808883214964,170461,829539,6,9.18
"27","Missouri",0.540579803288799,264110,735890,10,9.62
"28","Montana",0.539002923561379,253857,746143,3,9.76
"29","Nebraska",0.568681709692998,109309,890691,4,14.39
"30","Nebraska CD-2",0.481110386015088,627701,372299,1,3.26
"31","Nevada",0.469193858990161,676767,323233,6,0.12
"32","New Hampshire",0.449711200327534,769348,230652,4,-0.21
"33","New Jersey",0.403742627824669,961617,38383,14,-6.18
"34","New Mexico",0.444810968752646,779384,220616,5,-4.14
"35","New York",0.358258593792392,985202,14798,29,-11.53
"36","North Carolina",0.492871812580401,546151,453849,15,3.51
"37","North Dakota",0.584712241823461,41350,958650,3,17.04
"38","Ohio",0.507088405137951,460157,539843,18,4.55
"39","Oklahoma",0.613866636136131,42594,957406,7,19.38
"40","Oregon",0.427111547067098,995133,4867,7,-5.29
"41","Pennsylvania",0.47202357932813,665732,334268,20,0.6
"42","Rhode Island",0.42545411651356,885304,114696,4,-9.39
"43","South Carolina",0.527497009273982,346471,653529,9,8.67
"44","South Dakota",0.601753788568182,75129,924871,3,15.26
"45","Tennessee",0.618917368137461,49429,950571,11,13.93
"46","Texas",0.505621658940247,468722,531278,38,7.2
"47","Utah",0.570867051160872,85675,914325,6,16.94
"48","Vermont",0.373721117002981,978926,21074,3,-15.75
"49","Virginia",0.448996656793242,757292,242708,13,-1.13
"50","Washington",0.406187282581477,958360,41640,12,-7.44
"51","West Virginia",0.63828036022122,12283,987717,5,18.16
"52","Wisconsin",0.463149944695172,725212,274788,10,0.39
"53","Wyoming",0.684324215053288,1953,998047,3,24.64
