"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",1
"34",0
"35",0
"36",0
"37",0
"38",2
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",1
"46",0
"47",0
"48",1
"49",0
"50",0
"51",2
"52",0
"53",0
"54",0
"55",1
"56",0
"57",3
"58",7
"59",8
"60",8
"61",4
"62",3
"63",10
"64",6
"65",3
"66",13
"67",10
"68",9
"69",11
"70",15
"71",23
"72",27
"73",20
"74",20
"75",24
"76",31
"77",40
"78",44
"79",52
"80",36
"81",62
"82",60
"83",63
"84",79
"85",77
"86",96
"87",110
"88",137
"89",104
"90",135
"91",140
"92",163
"93",182
"94",209
"95",213
"96",230
"97",252
"98",247
"99",293
"100",279
"101",335
"102",309
"103",402
"104",378
"105",469
"106",461
"107",468
"108",526
"109",505
"110",598
"111",642
"112",668
"113",759
"114",801
"115",805
"116",844
"117",945
"118",1052
"119",1060
"120",1104
"121",1154
"122",1186
"123",1354
"124",1305
"125",1402
"126",1450
"127",1510
"128",1525
"129",1713
"130",1767
"131",1857
"132",2000
"133",1991
"134",2105
"135",2277
"136",2155
"137",2332
"138",2402
"139",2546
"140",2614
"141",2664
"142",2840
"143",2851
"144",2970
"145",3112
"146",3148
"147",3288
"148",3467
"149",3504
"150",3627
"151",3630
"152",3834
"153",4012
"154",3991
"155",4124
"156",4234
"157",4424
"158",4445
"159",4623
"160",4680
"161",4796
"162",4998
"163",5047
"164",5211
"165",5323
"166",5284
"167",5455
"168",5539
"169",5642
"170",5889
"171",5871
"172",5883
"173",5992
"174",6159
"175",6117
"176",6453
"177",6461
"178",6560
"179",6650
"180",6888
"181",6782
"182",6954
"183",7097
"184",7223
"185",7314
"186",7331
"187",7477
"188",7303
"189",7486
"190",7415
"191",7487
"192",7651
"193",7703
"194",7756
"195",7768
"196",7994
"197",7986
"198",8010
"199",8161
"200",8160
"201",8126
"202",7988
"203",8161
"204",8193
"205",8205
"206",8308
