"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596280269266207,104826,895174,9,14.53
"2","Alaska",0.519666220329164,385029,614971,3,9
"3","Arizona",0.481331894364528,600263,399737,11,4.2
"4","Arkansas",0.694147953032539,3795,996205,6,15.58
"5","California",0.354047153400015,988876,11124,55,-12.96
"6","Colorado",0.440005687875695,896080,103920,9,-1.26
"7","Connecticut",0.414909920813935,914517,85483,7,-6.95
"8","Delaware",0.443178523549206,801923,198077,3,-7.14
"9","District of Columbia",0.110313169403679,1e+06,0,3,-42.87
"10","Florida",0.475518525527445,634106,365894,29,2.84
"11","Georgia",0.496672955812574,515508,484492,16,4.99
"12","Hawaii",0.357345023656947,986158,13842,4,-18.5
"13","Idaho",0.608172660497861,51014,948986,4,18.41
"14","Illinois",0.430931402164239,871329,128671,20,-7.29
"15","Indiana",0.553887216153649,244957,755043,11,9.6
"16","Iowa",0.504573117908705,465508,534492,6,3.35
"17","Kansas",0.549988848156228,251717,748283,6,11.64
"18","Kentucky",0.606446340918753,75576,924424,8,15.08
"19","Louisiana",0.615670121724489,55214,944786,8,12.17
"20","Maine",0.420416844984222,929998,70002,3,-2.89
"21","Maine CD-2",0.502258368749064,483637,516363,1,3.51
"22","Maryland",0.358118278573695,981691,18309,10,-12.25
"23","Massachusetts",0.363464916901584,989115,10885,11,-16.04
"24","Michigan",0.468396179590353,663385,336615,16,-0.3
"25","Minnesota",0.469230872277473,696907,303093,10,-0.85
"26","Mississippi",0.587560081470584,167677,832323,6,9.18
"27","Missouri",0.542037097834722,273274,726726,10,9.62
"28","Montana",0.547397906799372,232782,767218,3,9.76
"29","Nebraska",0.568725186065816,131752,868248,4,14.39
"30","Nebraska CD-2",0.4811848914659,617213,382787,1,3.26
"31","Nevada",0.470909500946512,655853,344147,6,0.12
"32","New Hampshire",0.454151768370354,733798,266202,4,-0.21
"33","New Jersey",0.411578195461348,925022,74978,14,-6.18
"34","New Mexico",0.449240627346643,745532,254468,5,-4.14
"35","New York",0.358278639416706,978137,21863,29,-11.53
"36","North Carolina",0.493895727914687,535872,464128,15,3.51
"37","North Dakota",0.584769093081092,62516,937484,3,17.04
"38","Ohio",0.504746297257097,475083,524917,18,4.55
"39","Oklahoma",0.619090623691413,53989,946011,7,19.38
"40","Oregon",0.427107324587408,971624,28376,7,-5.29
"41","Pennsylvania",0.471327358235346,658194,341806,20,0.6
"42","Rhode Island",0.425448565769848,866771,133229,4,-9.39
"43","South Carolina",0.52481113371017,369442,630558,9,8.67
"44","South Dakota",0.626818441803606,40443,959557,3,15.26
"45","Tennessee",0.618753617932772,60265,939735,11,13.93
"46","Texas",0.508202398658024,457091,542909,38,7.2
"47","Utah",0.574241312393883,108752,891248,6,16.94
"48","Vermont",0.383276092723914,957090,42910,3,-15.75
"49","Virginia",0.459626227826276,691949,308051,13,-1.13
"50","Washington",0.413055624276794,924476,75524,12,-7.44
"51","West Virginia",0.638832232125654,18909,981091,5,18.16
"52","Wisconsin",0.474533547959263,651324,348676,10,0.39
"53","Wyoming",0.684077187525418,3589,996411,3,24.64
