"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596231764707805,116767,883233,9,14.53
"2","Alaska",0.527895335900795,345251,654749,3,9
"3","Arizona",0.466942280963841,663880,336120,11,4.2
"4","Arkansas",0.694095147784659,5760,994240,6,15.58
"5","California",0.363322731741708,975878,24122,55,-12.96
"6","Colorado",0.442137791125568,857299,142701,9,-1.26
"7","Connecticut",0.414698288631305,899018,100982,7,-6.95
"8","Delaware",0.443090410939429,788051,211949,3,-7.14
"9","District of Columbia",0.110195870451799,1e+06,0,3,-42.87
"10","Florida",0.485847230881799,574257,425743,29,2.84
"11","Georgia",0.512661101284272,442953,557047,16,4.99
"12","Hawaii",0.357359778816837,980052,19948,4,-18.5
"13","Idaho",0.608139818887656,63146,936854,4,18.41
"14","Illinois",0.429009500247949,865240,134760,20,-7.29
"15","Indiana",0.55943033365715,231970,768030,11,9.6
"16","Iowa",0.55054646830911,191446,808554,6,3.35
"17","Kansas",0.564854786307864,201480,798520,6,11.64
"18","Kentucky",0.620126302657163,60164,939836,8,15.08
"19","Louisiana",0.594384906176868,113744,886256,8,12.17
"20","Maine",0.508773060184504,440017,559983,3,-2.89
"21","Maine CD-2",0.548148373000097,203238,796762,1,3.51
"22","Maryland",0.358062801355225,974053,25947,10,-12.25
"23","Massachusetts",0.363566030988679,982946,17054,11,-16.04
"24","Michigan",0.473241170593059,632356,367644,16,-0.3
"25","Minnesota",0.481945625294706,609986,390014,10,-0.85
"26","Mississippi",0.587561036512368,178502,821498,6,9.18
"27","Missouri",0.554952077888891,230748,769252,10,9.62
"28","Montana",0.560328185059368,189067,810933,3,9.76
"29","Nebraska",0.568743777721611,149560,850440,4,14.39
"30","Nebraska CD-2",0.526308207862316,345377,654623,1,3.26
"31","Nevada",0.462694820151332,679349,320651,6,0.12
"32","New Hampshire",0.467203373467082,658503,341497,4,-0.21
"33","New Jersey",0.410286142266016,904830,95170,14,-6.18
"34","New Mexico",0.45872273704971,693305,306695,5,-4.14
"35","New York",0.368477419230532,967403,32597,29,-11.53
"36","North Carolina",0.499509252054221,502562,497438,15,3.51
"37","North Dakota",0.578539739753593,81898,918102,3,17.04
"38","Ohio",0.512170380563527,439053,560947,18,4.55
"39","Oklahoma",0.619327564816674,63599,936401,7,19.38
"40","Oregon",0.434274045623827,911036,88964,7,-5.29
"41","Pennsylvania",0.475465702615509,628854,371146,20,0.6
"42","Rhode Island",0.425456757702531,851099,148901,4,-9.39
"43","South Carolina",0.476993123207335,615830,384170,9,8.67
"44","South Dakota",0.626940075995989,48801,951199,3,15.26
"45","Tennessee",0.618791990318961,70056,929944,11,13.93
"46","Texas",0.49390068353789,530938,469062,38,7.2
"47","Utah",0.583483866127258,95758,904242,6,16.94
"48","Vermont",0.383169541049682,947121,52879,3,-15.75
"49","Virginia",0.454886499326728,705883,294117,13,-1.13
"50","Washington",0.422340680811877,875726,124274,12,-7.44
"51","West Virginia",0.676273317987179,4453,995547,5,18.16
"52","Wisconsin",0.464527113318742,694058,305942,10,0.39
"53","Wyoming",0.684103858234492,5812,994188,3,24.64
