"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596333789226171,115490,884510,9,14.53
"2","Alaska",0.527708521545883,344817,655183,3,9
"3","Arizona",0.472553616026289,638106,361894,11,4.2
"4","Arkansas",0.694126028616614,5500,994500,6,15.58
"5","California",0.336977227819268,989817,10183,55,-12.96
"6","Colorado",0.442188080036964,859395,140605,9,-1.26
"7","Connecticut",0.414867742379904,899977,100023,7,-6.95
"8","Delaware",0.443294099369308,788720,211280,3,-7.14
"9","District of Columbia",0.110214315568526,1e+06,0,3,-42.87
"10","Florida",0.486336121574613,572229,427771,29,2.84
"11","Georgia",0.50008961144063,499758,500242,16,4.99
"12","Hawaii",0.357267842399731,980539,19461,4,-18.5
"13","Idaho",0.608021571825161,61880,938120,4,18.41
"14","Illinois",0.428914309258024,867881,132119,20,-7.29
"15","Indiana",0.559321986534182,231607,768393,11,9.6
"16","Iowa",0.550580286776706,188973,811027,6,3.35
"17","Kansas",0.56484439507621,200362,799638,6,11.64
"18","Kentucky",0.612976115696202,73948,926052,8,15.08
"19","Louisiana",0.594338028199647,112651,887349,8,12.17
"20","Maine",0.508825727310432,443237,556763,3,-2.89
"21","Maine CD-2",0.548135898110191,211791,788209,1,3.51
"22","Maryland",0.358047683035268,974771,25229,10,-12.25
"23","Massachusetts",0.363495503960913,983637,16363,11,-16.04
"24","Michigan",0.469099000789272,652608,347392,16,-0.3
"25","Minnesota",0.461302667285162,724692,275308,10,-0.85
"26","Mississippi",0.587783388182673,177180,822820,6,9.18
"27","Missouri",0.55501430930092,229774,770226,10,9.62
"28","Montana",0.560426844176751,187363,812637,3,9.76
"29","Nebraska",0.568691719985838,148370,851630,4,14.39
"30","Nebraska CD-2",0.526225189308474,344149,655851,1,3.26
"31","Nevada",0.46260896868348,680451,319549,6,0.12
"32","New Hampshire",0.467176242107912,659458,340542,4,-0.21
"33","New Jersey",0.410296176739646,906497,93503,14,-6.18
"34","New Mexico",0.458889372599789,693597,306403,5,-4.14
"35","New York",0.368379195456628,968524,31476,29,-11.53
"36","North Carolina",0.497954468367985,510987,489013,15,3.51
"37","North Dakota",0.584329184734763,79876,920124,3,17.04
"38","Ohio",0.511132640786178,444149,555851,18,4.55
"39","Oklahoma",0.619064455942432,62437,937563,7,19.38
"40","Oregon",0.434288964251183,913397,86603,7,-5.29
"41","Pennsylvania",0.476120682124951,626615,373385,20,0.6
"42","Rhode Island",0.425343550848194,853630,146370,4,-9.39
"43","South Carolina",0.477034189030443,614699,385301,9,8.67
"44","South Dakota",0.626892121804486,48299,951701,3,15.26
"45","Tennessee",0.618948495015832,68556,931444,11,13.93
"46","Texas",0.49389393431128,530578,469422,38,7.2
"47","Utah",0.583412070226504,93630,906370,6,16.94
"48","Vermont",0.383187475711938,947337,52663,3,-15.75
"49","Virginia",0.459736724329432,684677,315323,13,-1.13
"50","Washington",0.422299622640931,877341,122659,12,-7.44
"51","West Virginia",0.676299323480543,4090,995910,5,18.16
"52","Wisconsin",0.464907872848922,692916,307084,10,0.39
"53","Wyoming",0.684294665204193,5602,994398,3,24.64
