"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",1
"39",1
"40",0
"41",0
"42",0
"43",0
"44",0
"45",1
"46",0
"47",0
"48",2
"49",0
"50",2
"51",0
"52",2
"53",1
"54",0
"55",1
"56",3
"57",3
"58",4
"59",5
"60",6
"61",6
"62",9
"63",12
"64",4
"65",10
"66",16
"67",19
"68",25
"69",27
"70",27
"71",26
"72",28
"73",32
"74",37
"75",43
"76",42
"77",52
"78",57
"79",62
"80",84
"81",93
"82",76
"83",104
"84",97
"85",129
"86",136
"87",163
"88",165
"89",170
"90",175
"91",209
"92",247
"93",257
"94",293
"95",263
"96",347
"97",347
"98",353
"99",419
"100",433
"101",448
"102",488
"103",507
"104",608
"105",628
"106",635
"107",707
"108",732
"109",782
"110",836
"111",886
"112",945
"113",1068
"114",1054
"115",1056
"116",1152
"117",1259
"118",1273
"119",1338
"120",1445
"121",1514
"122",1605
"123",1705
"124",1647
"125",1801
"126",1778
"127",1957
"128",2040
"129",2150
"130",2157
"131",2307
"132",2337
"133",2553
"134",2543
"135",2638
"136",2818
"137",2806
"138",2891
"139",2958
"140",3237
"141",3261
"142",3433
"143",3534
"144",3576
"145",3692
"146",3810
"147",3989
"148",4058
"149",4179
"150",4220
"151",4421
"152",4565
"153",4555
"154",4802
"155",4688
"156",4929
"157",5087
"158",5204
"159",5225
"160",5433
"161",5598
"162",5515
"163",5662
"164",5955
"165",6229
"166",6038
"167",6210
"168",6254
"169",6531
"170",6492
"171",6656
"172",6749
"173",6708
"174",6843
"175",7071
"176",7167
"177",7211
"178",7444
"179",7470
"180",7529
"181",7749
"182",7614
"183",7653
"184",7592
"185",7792
"186",7986
"187",7899
"188",8009
"189",8013
"190",8142
"191",8198
"192",8207
"193",8173
"194",8386
"195",8312
"196",8351
"197",8375
"198",8504
"199",8490
"200",8409
"201",8510
"202",8624
"203",8553
"204",8451
"205",8607
